team_a_name,team_a_score,team_b_name,team_b_score,winner
21,7213,No One,-7213,21
No One,-12745,Team Name,12745,Team Name
reference_checkcall,-9375,Kappa Sigma C Team,9375,Kappa Sigma C Team
BadBeatBot,-419,PotHotBot,419,PotHotBot
my bad,1277,Diamond Dogs,-1277,my bad
Flush Boys,-318,GoKinCobra,318,GoKinCobra
¡WHAM!,-291,AAAKJ,291,AAAKJ
A.L.O.E.,597,reference_lecture_1,-597,A.L.O.E.
reference_lecture_2,61980,No One,-61980,reference_lecture_2
Blind Plays,-25,Boners '22,25,Boners '22
Flush Boys,-704,pkr face,704,pkr face
<^-^>,-79,Jigglybluff,79,Jigglybluff
Flush Boys,-1008,PokerBrots,1008,PokerBrots
TeamRocket,192,Boners '22,-192,TeamRocket
Heffalump Rangers,671,Hurrikeynes,-671,Heffalump Rangers
pls STOP we BROKE,398,Flush Boys,-398,pls STOP we BROKE
ChocolateWarriors,5454,No One,-5454,ChocolateWarriors
A.L.O.E.,369,Power JEM ,-369,A.L.O.E.
PotHotBot,589,preflop all in,-589,PotHotBot
A.L.O.E.,-355,Team Name,355,Team Name
PokerBrots,-147,PotHotBot,147,PotHotBot
reference_lecture_1,-919,21,919,21
Icy,257,maybenot,-257,Icy
player1,-860,A.L.O.E.,860,A.L.O.E.
Third Mid,-2894,my bad,2894,my bad
preflop all in,1616,PotHotBot,-1616,preflop all in
Daniel Negreanu,7,Blind Plays,-7,Daniel Negreanu
kaonashi,42,21,-42,kaonashi
Queens Club,508,AlphaOne,-508,Queens Club
pkr face,-718,Icy,718,Icy
Jigglybluff,433,Team Name,-433,Jigglybluff
IeetChips,-4,¡WHAM!,4,¡WHAM!
GoKinCobra,865,AlphaFish,-865,GoKinCobra
Icy,-1735,my bad,1735,my bad
maybenot,215,Jigglybluff,-215,maybenot
Bananarchist,174,Daniel Negreanu,-174,Bananarchist
A.L.O.E.,-534,Heffalump Rangers,534,Heffalump Rangers
reference_staff,12144,reference_lecture_1,-12144,reference_staff
YEE,-169,Jeff Lynne,169,Jeff Lynne
my bad,-367,PokerBrots,367,PokerBrots
Third Mid,-35,Flush Boys,35,Flush Boys
Queens Club,-1043,21,1043,21
Bananarchist,797,BluffBot,-797,Bananarchist
:),-2102,Queens Club,2102,Queens Club
andrew's bots,-2450,Power JEM ,2450,Power JEM 
¡WHAM!,879,AlphaFish,-879,¡WHAM!
LadyMooseLizardPhi,-829,Icy,829,Icy
21,1021,B),-1021,21
reference_checkcall,-488,yeet,488,yeet
player1,-337,IeetChips,337,IeetChips
No One,-6375,Jeff Lynne,6375,Jeff Lynne
Boners '22,4,Blind Plays,-4,Boners '22
Diamond Dogs,961,AlphaFish,-961,Diamond Dogs
<^-^>,1442,Hurrikeynes,-1442,<^-^>
AP,-83,AAAKJ,83,AAAKJ
BadBeatBot,-252,Queens Club,252,Queens Club
kaonashi,224,:),-224,kaonashi
player1,379,A.L.O.E.,-379,player1
fleabitten,412,reference_lecture_2,-412,fleabitten
Queens Club,11473,No One,-11473,Queens Club
pls STOP we BROKE,-188,PotHotBot,188,PotHotBot
PokerBrots,-1841,reference_staff,1841,reference_staff
Flush Boys,-126,A.L.O.E.,126,A.L.O.E.
fleabitten,121,Third Mid,-121,fleabitten
LadyMooseLizardPhi,-2147,testing,2147,testing
reference_random,-26154,CC Star,26154,CC Star
YEE,5,Blind Plays,-5,YEE
PotHotBot,326,Heffalump Rangers,-326,PotHotBot
Flush Boys,-210,Team Name,210,Team Name
preflop all in,726,Bananarchist,-726,preflop all in
Daniel Negreanu,359,AlphaOne,-359,Daniel Negreanu
Third Mid,4,IeetChips,-4,Third Mid
CC Star,-5265,<^-^>,5265,<^-^>
preflop all in,252,Power JEM ,-252,preflop all in
maybenot,-86,Boners '22,86,Boners '22
<^-^>,-4026,PokerBrots,4026,PokerBrots
AAAKJ,42,Jeff Lynne,-42,AAAKJ
B),-14770,my bad,14770,my bad
Hurrikeynes,-1450,reference_staff,1450,reference_staff
yeet,9634,Power JEM ,-9634,yeet
player1,96,preflop all in,-96,player1
CC Star,-48,Queens Club,48,Queens Club
kaonashi,-2196,reference_staff,2196,reference_staff
BluffBot,445,ChocolateWarriors,-445,BluffBot
YEE,-736,Icy,736,Icy
<^-^>,574,¡WHAM!,-574,<^-^>
Team Name,-363,Jeff Lynne,363,Jeff Lynne
Power JEM ,-256,BadBeatBot,256,BadBeatBot
Queens Club,900,Daniel Negreanu,-900,Queens Club
B),169,<^-^>,-169,B)
Hurrikeynes,-1276,reference_staff,1276,reference_staff
AlphaFish,-1131,andrew's bots,1131,andrew's bots
Jigglybluff,123,LadyMooseLizardPhi,-123,Jigglybluff
Kappa Sigma C Team,-376,PotHotBot,376,PotHotBot
yeet,-284,21,284,21
CC Star,576,ChocolateWarriors,-576,CC Star
IeetChips,-1059,Team Name,1059,Team Name
pkr face,-3065,Army Leggy,3065,Army Leggy
B),-526,Queens Club,526,Queens Club
PokerBrots,-373,Power JEM ,373,Power JEM 
player1,-4983,<^-^>,4983,<^-^>
PotHotBot,434,Hurrikeynes,-434,PotHotBot
LadyMooseLizardPhi,-364,AlphaOne,364,AlphaOne
Hurrikeynes,-581,A.L.O.E.,581,A.L.O.E.
Flush Boys,-1327,my bad,1327,my bad
SWEET BUT SALTY,740,reference_checkcall,-740,SWEET BUT SALTY
BluffBot,-553,AlphaOne,553,AlphaOne
BluffBot,-2305,<^-^>,2305,<^-^>
AlphaOne,621,Hurrikeynes,-621,AlphaOne
¡WHAM!,485,AP,-485,¡WHAM!
Team Name,866,IeetChips,-866,Team Name
Kappa Sigma C Team,722,A.L.O.E.,-722,Kappa Sigma C Team
andrew's bots,8997,Kappa Sigma C Team,-8997,andrew's bots
fleabitten,50,reference_lecture_2,-50,fleabitten
reference_random,-23042,yeet,23042,yeet
fleabitten,125,Boners '22,-125,fleabitten
IeetChips,0,A.L.O.E.,0,IeetChips
yeet,8809,Power JEM ,-8809,yeet
Kappa Sigma C Team,-17503,CC Star,17503,CC Star
ChocolateWarriors,-1041,yeet,1041,yeet
pls STOP we BROKE,759,Team Name,-759,pls STOP we BROKE
Bananarchist,-508,preflop all in,508,preflop all in
Kappa Sigma C Team,-197,GoKinCobra,197,GoKinCobra
Boners '22,-46,pls STOP we BROKE,46,pls STOP we BROKE
AlphaOne,11,21,-11,AlphaOne
my bad,1608,AlphaFish,-1608,my bad
No One,-5135,Daniel Negreanu,5135,Daniel Negreanu
AlphaFish,-950,AAAKJ,950,AAAKJ
AlphaOne,1228,reference_random,-1228,AlphaOne
B),1780,reference_lecture_1,-1780,B)
21,253,Team Name,-253,21
Army Leggy,1301,AP,-1301,Army Leggy
<^-^>,-244,AAAKJ,244,AAAKJ
Jeff Lynne,-9,maybenot,9,maybenot
Team Name,-1112,Army Leggy,1112,Army Leggy
kaonashi,299,Icy,-299,kaonashi
CC Star,-102,LadyMooseLizardPhi,102,LadyMooseLizardPhi
AlphaFish,2354,pls STOP we BROKE,-2354,AlphaFish
Flush Boys,-1226,Power JEM ,1226,Power JEM 
reference_lecture_2,-733,GoKinCobra,733,GoKinCobra
Third Mid,-626,Army Leggy,626,Army Leggy
Daniel Negreanu,599,Heffalump Rangers,-599,Daniel Negreanu
AlphaOne,832,reference_checkcall,-832,AlphaOne
my bad,465,AlphaOne,-465,my bad
Team Name,-1374,<^-^>,1374,<^-^>
my bad,1277,Army Leggy,-1277,my bad
Power JEM ,-42,BadBeatBot,42,BadBeatBot
player1,-350,Daniel Negreanu,350,Daniel Negreanu
reference_checkcall,-9,PotHotBot,9,PotHotBot
yeet,-539,Bananarchist,539,Bananarchist
reference_staff,-3234,my bad,3234,my bad
No One,-9663,Team Name,9663,Team Name
player1,87,Blind Plays,-87,player1
B),2535,Kappa Sigma C Team,-2535,B)
Jigglybluff,365,Heffalump Rangers,-365,Jigglybluff
AlphaFish,1416,Diamond Dogs,-1416,AlphaFish
pkr face,3564,yeet,-3564,pkr face
PotHotBot,860,AlphaOne,-860,PotHotBot
BadBeatBot,-268,AAAKJ,268,AAAKJ
Team Name,-302,fleabitten,302,fleabitten
reference_lecture_2,669,Bananarchist,-669,reference_lecture_2
andrew's bots,1601,Daniel Negreanu,-1601,andrew's bots
Jeff Lynne,923,Kappa Sigma C Team,-923,Jeff Lynne
PokerBrots,-753,GoKinCobra,753,GoKinCobra
B),1402,reference_lecture_2,-1402,B)
reference_checkcall,-3393,Queens Club,3393,Queens Club
¡WHAM!,-378,SWEET BUT SALTY,378,SWEET BUT SALTY
reference_lecture_1,-56977,BluffBot,56977,BluffBot
my bad,772,A.L.O.E.,-772,my bad
PotHotBot,233,pkr face,-233,PotHotBot
PotHotBot,344,Diamond Dogs,-344,PotHotBot
player1,-793,Third Mid,793,Third Mid
No One,1473,reference_checkcall,-1473,No One
reference_staff,-1927,B),1927,B)
SWEET BUT SALTY,369,kaonashi,-369,SWEET BUT SALTY
player1,-413,TeamRocket,413,TeamRocket
pls STOP we BROKE,-2449,testing,2449,testing
Bananarchist,345,Kappa Sigma C Team,-345,Bananarchist
GoKinCobra,901,reference_random,-901,GoKinCobra
Kappa Sigma C Team,-281,PotHotBot,281,PotHotBot
:),-44,YEE,44,YEE
Jeff Lynne,623,reference_lecture_2,-623,Jeff Lynne
Blind Plays,591,yeet,-591,Blind Plays
Power JEM ,-203,fleabitten,203,fleabitten
:),-87,Third Mid,87,Third Mid
21,-1417,B),1417,B)
B),-1712,kaonashi,1712,kaonashi
:),780,Queens Club,-780,:)
Daniel Negreanu,950,reference_lecture_1,-950,Daniel Negreanu
my bad,1662,TeamRocket,-1662,my bad
<^-^>,2668,yeet,-2668,<^-^>
AlphaOne,350,BadBeatBot,-350,AlphaOne
reference_lecture_1,-3040,CC Star,3040,CC Star
PotHotBot,-469,Jeff Lynne,469,Jeff Lynne
reference_staff,-137,PotHotBot,137,PotHotBot
Jeff Lynne,2,IeetChips,-2,Jeff Lynne
Daniel Negreanu,-176,Third Mid,176,Third Mid
Bananarchist,195,Diamond Dogs,-195,Bananarchist
LadyMooseLizardPhi,212,Diamond Dogs,-212,LadyMooseLizardPhi
fleabitten,511,AAAKJ,-511,fleabitten
<^-^>,-264,AAAKJ,264,AAAKJ
Hurrikeynes,-1304,testing,1304,testing
reference_lecture_1,-775,Blind Plays,775,Blind Plays
Jeff Lynne,806,preflop all in,-806,Jeff Lynne
yeet,-3097,testing,3097,testing
reference_checkcall,-4640,Jeff Lynne,4640,Jeff Lynne
Daniel Negreanu,-168,kaonashi,168,kaonashi
Flush Boys,-1624,Power JEM ,1624,Power JEM 
maybenot,310,Bananarchist,-310,maybenot
Jigglybluff,116,GoKinCobra,-116,Jigglybluff
AlphaFish,-2406,B),2406,B)
fleabitten,121,Army Leggy,-121,fleabitten
B),-4615,Army Leggy,4615,Army Leggy
Bananarchist,4654,No One,-4654,Bananarchist
maybenot,806,¡WHAM!,-806,maybenot
Third Mid,583,AlphaFish,-583,Third Mid
No One,-6545,Bananarchist,6545,Bananarchist
my bad,6868,AP,-6868,my bad
player1,-2682,<^-^>,2682,<^-^>
AAAKJ,483,Bananarchist,-483,AAAKJ
TeamRocket,-5394,CC Star,5394,CC Star
yeet,-450,kaonashi,450,kaonashi
fleabitten,159,Third Mid,-159,fleabitten
yeet,607,reference_checkcall,-607,yeet
Jeff Lynne,272,Daniel Negreanu,-272,Jeff Lynne
BluffBot,30596,reference_random,-30596,BluffBot
reference_checkcall,-863,Diamond Dogs,863,Diamond Dogs
IeetChips,749,AP,-749,IeetChips
BluffBot,-24470,Kappa Sigma C Team,24470,Kappa Sigma C Team
AlphaOne,735,A.L.O.E.,-735,AlphaOne
21,560,AlphaOne,-560,21
my bad,2272,yeet,-2272,my bad
testing,-122,Third Mid,122,Third Mid
BadBeatBot,-6873,andrew's bots,6873,andrew's bots
Kappa Sigma C Team,-181,maybenot,181,maybenot
<^-^>,-147,maybenot,147,maybenot
pls STOP we BROKE,-816,CC Star,816,CC Star
Blind Plays,-3135,<^-^>,3135,<^-^>
IeetChips,-1360,Kappa Sigma C Team,1360,Kappa Sigma C Team
Bananarchist,70,maybenot,-70,Bananarchist
Diamond Dogs,-2440,reference_lecture_2,2440,reference_lecture_2
GoKinCobra,788,ChocolateWarriors,-788,GoKinCobra
Queens Club,9121,Power JEM ,-9121,Queens Club
reference_lecture_2,5653,CC Star,-5653,reference_lecture_2
kaonashi,631,BluffBot,-631,kaonashi
testing,22814,reference_random,-22814,testing
AAAKJ,138,maybenot,-138,AAAKJ
Boners '22,1502,reference_random,-1502,Boners '22
Queens Club,440,ChocolateWarriors,-440,Queens Club
reference_checkcall,-1067,kaonashi,1067,kaonashi
<^-^>,3930,player1,-3930,<^-^>
TeamRocket,792,BluffBot,-792,TeamRocket
player1,-659,Flush Boys,659,Flush Boys
ChocolateWarriors,-534,AlphaOne,534,AlphaOne
Queens Club,2312,Blind Plays,-2312,Queens Club
LadyMooseLizardPhi,231,:),-231,LadyMooseLizardPhi
GoKinCobra,-334,YEE,334,YEE
CC Star,-1894,Army Leggy,1894,Army Leggy
Daniel Negreanu,639,PotHotBot,-639,Daniel Negreanu
reference_lecture_2,543,preflop all in,-543,reference_lecture_2
Heffalump Rangers,-2412,AlphaFish,2412,AlphaFish
reference_random,-33881,BluffBot,33881,BluffBot
andrew's bots,7532,B),-7532,andrew's bots
Blind Plays,-65,kaonashi,65,kaonashi
Power JEM ,-506,No One,506,No One
<^-^>,1220,andrew's bots,-1220,<^-^>
PotHotBot,191,Kappa Sigma C Team,-191,PotHotBot
my bad,-1035,LadyMooseLizardPhi,1035,LadyMooseLizardPhi
testing,44654,No One,-44654,testing
Jeff Lynne,-62,TeamRocket,62,TeamRocket
Diamond Dogs,521,A.L.O.E.,-521,Diamond Dogs
GoKinCobra,-59,Boners '22,59,Boners '22
player1,-783,Flush Boys,783,Flush Boys
reference_lecture_1,-1077,Team Name,1077,Team Name
Jeff Lynne,770,ChocolateWarriors,-770,Jeff Lynne
testing,-43,SWEET BUT SALTY,43,SWEET BUT SALTY
Power JEM ,30577,reference_random,-30577,Power JEM 
reference_checkcall,-921,SWEET BUT SALTY,921,SWEET BUT SALTY
AP,-1500,Power JEM ,1500,Power JEM 
Jeff Lynne,-20,player1,20,player1
pkr face,-96,LadyMooseLizardPhi,96,LadyMooseLizardPhi
AP,276,B),-276,AP
B),2409,Flush Boys,-2409,B)
Jeff Lynne,650,¡WHAM!,-650,Jeff Lynne
Flush Boys,697,AP,-697,Flush Boys
player1,316,:),-316,player1
BadBeatBot,48,pkr face,-48,BadBeatBot
Daniel Negreanu,-1933,pkr face,1933,pkr face
IeetChips,-1,Boners '22,1,Boners '22
A.L.O.E.,-985,fleabitten,985,fleabitten
Boners '22,-93,Jigglybluff,93,Jigglybluff
Hurrikeynes,-754,21,754,21
BluffBot,-1403,reference_lecture_2,1403,reference_lecture_2
Team Name,1681,Hurrikeynes,-1681,Team Name
Jigglybluff,434,:),-434,Jigglybluff
reference_lecture_1,-9549,testing,9549,testing
maybenot,683,my bad,-683,maybenot
SWEET BUT SALTY,933,player1,-933,SWEET BUT SALTY
A.L.O.E.,-584,Flush Boys,584,Flush Boys
reference_staff,-511,GoKinCobra,511,GoKinCobra
¡WHAM!,17,Bananarchist,-17,¡WHAM!
reference_lecture_2,993,kaonashi,-993,reference_lecture_2
Diamond Dogs,284,Team Name,-284,Diamond Dogs
pls STOP we BROKE,408,LadyMooseLizardPhi,-408,pls STOP we BROKE
kaonashi,104,andrew's bots,-104,kaonashi
BluffBot,800,AP,-800,BluffBot
<^-^>,-105,Boners '22,105,Boners '22
reference_random,-75454,Kappa Sigma C Team,75454,Kappa Sigma C Team
Queens Club,-4846,andrew's bots,4846,andrew's bots
reference_lecture_1,-1089,kaonashi,1089,kaonashi
CC Star,2359,IeetChips,-2359,CC Star
Kappa Sigma C Team,-18429,Icy,18429,Icy
my bad,1450,A.L.O.E.,-1450,my bad
reference_lecture_1,-9153,Kappa Sigma C Team,9153,Kappa Sigma C Team
ChocolateWarriors,-1339,AlphaFish,1339,AlphaFish
BluffBot,2660,maybenot,-2660,BluffBot
Diamond Dogs,-1741,my bad,1741,my bad
¡WHAM!,-118,PotHotBot,118,PotHotBot
21,-282,BadBeatBot,282,BadBeatBot
ChocolateWarriors,-789,Daniel Negreanu,789,Daniel Negreanu
21,-7,SWEET BUT SALTY,7,SWEET BUT SALTY
GoKinCobra,-77,Third Mid,77,Third Mid
BadBeatBot,-293,AAAKJ,293,AAAKJ
maybenot,195,kaonashi,-195,maybenot
Bananarchist,-388,maybenot,388,maybenot
maybenot,97,Boners '22,-97,maybenot
reference_lecture_1,-1019,kaonashi,1019,kaonashi
Jigglybluff,-404,PotHotBot,404,PotHotBot
player1,55,yeet,-55,player1
Hurrikeynes,-1118,yeet,1118,yeet
Diamond Dogs,-1251,Queens Club,1251,Queens Club
BluffBot,-782,pls STOP we BROKE,782,pls STOP we BROKE
reference_lecture_1,-1732,my bad,1732,my bad
Flush Boys,-67,LadyMooseLizardPhi,67,LadyMooseLizardPhi
Third Mid,96,Flush Boys,-96,Third Mid
reference_checkcall,-967,Bananarchist,967,Bananarchist
kaonashi,-1796,PokerBrots,1796,PokerBrots
pkr face,-1836,B),1836,B)
reference_lecture_1,30,ChocolateWarriors,-30,reference_lecture_1
:),885,reference_lecture_1,-885,:)
Third Mid,-116,Jigglybluff,116,Jigglybluff
AP,-1155,yeet,1155,yeet
reference_random,-806,21,806,21
pls STOP we BROKE,-667,GoKinCobra,667,GoKinCobra
kaonashi,-312,AlphaOne,312,AlphaOne
reference_random,-1257,Boners '22,1257,Boners '22
reference_lecture_2,4224,yeet,-4224,reference_lecture_2
PotHotBot,948,BluffBot,-948,PotHotBot
Kappa Sigma C Team,61887,reference_random,-61887,Kappa Sigma C Team
Army Leggy,-62,BadBeatBot,62,BadBeatBot
Icy,-698,Army Leggy,698,Army Leggy
Bananarchist,246,Kappa Sigma C Team,-246,Bananarchist
Daniel Negreanu,-378,LadyMooseLizardPhi,378,LadyMooseLizardPhi
reference_checkcall,-738,GoKinCobra,738,GoKinCobra
21,-17,Jigglybluff,17,Jigglybluff
TeamRocket,-69,PotHotBot,69,PotHotBot
Third Mid,-189,PotHotBot,189,PotHotBot
PotHotBot,417,ChocolateWarriors,-417,PotHotBot
my bad,276,Army Leggy,-276,my bad
maybenot,378,Heffalump Rangers,-378,maybenot
player1,-1023,Boners '22,1023,Boners '22
Third Mid,-250,maybenot,250,maybenot
Kappa Sigma C Team,590,Team Name,-590,Kappa Sigma C Team
BluffBot,-5262,CC Star,5262,CC Star
IeetChips,-22,PotHotBot,22,PotHotBot
Heffalump Rangers,-253,Flush Boys,253,Flush Boys
AlphaFish,2675,yeet,-2675,AlphaFish
Daniel Negreanu,382,Team Name,-382,Daniel Negreanu
Jeff Lynne,400,reference_random,-400,Jeff Lynne
reference_random,-915,pls STOP we BROKE,915,pls STOP we BROKE
Boners '22,-134,maybenot,134,maybenot
testing,3409,Blind Plays,-3409,testing
fleabitten,749,my bad,-749,fleabitten
andrew's bots,1081,preflop all in,-1081,andrew's bots
IeetChips,-77,Jigglybluff,77,Jigglybluff
YEE,395,pkr face,-395,YEE
No One,-38876,Kappa Sigma C Team,38876,Kappa Sigma C Team
Third Mid,-51,fleabitten,51,fleabitten
AP,-555,Diamond Dogs,555,Diamond Dogs
LadyMooseLizardPhi,935,reference_checkcall,-935,LadyMooseLizardPhi
AP,-1299,reference_staff,1299,reference_staff
andrew's bots,980,Army Leggy,-980,andrew's bots
Heffalump Rangers,-108,player1,108,player1
A.L.O.E.,-1257,reference_lecture_2,1257,reference_lecture_2
Jigglybluff,354,pkr face,-354,Jigglybluff
Jeff Lynne,-89,player1,89,player1
Queens Club,-606,kaonashi,606,kaonashi
Boners '22,154,pls STOP we BROKE,-154,Boners '22
reference_staff,3299,LadyMooseLizardPhi,-3299,reference_staff
:),-161,Jeff Lynne,161,Jeff Lynne
Icy,662,ChocolateWarriors,-662,Icy
Kappa Sigma C Team,-22906,PokerBrots,22906,PokerBrots
reference_lecture_2,-47,AAAKJ,47,AAAKJ
IeetChips,-358,Diamond Dogs,358,Diamond Dogs
IeetChips,-2803,CC Star,2803,CC Star
pkr face,3699,Power JEM ,-3699,pkr face
BluffBot,-10540,CC Star,10540,CC Star
SWEET BUT SALTY,200,PokerBrots,-200,SWEET BUT SALTY
Daniel Negreanu,-12,fleabitten,12,fleabitten
yeet,-694,GoKinCobra,694,GoKinCobra
Bananarchist,-481,testing,481,testing
B),-3048,reference_lecture_2,3048,reference_lecture_2
Flush Boys,-1504,reference_lecture_2,1504,reference_lecture_2
Jigglybluff,233,reference_lecture_2,-233,Jigglybluff
Daniel Negreanu,3,IeetChips,-3,Daniel Negreanu
player1,-3784,pkr face,3784,pkr face
reference_lecture_2,921,21,-921,reference_lecture_2
yeet,-871,preflop all in,871,preflop all in
ChocolateWarriors,-356,Daniel Negreanu,356,Daniel Negreanu
Boners '22,-8223,my bad,8223,my bad
Bananarchist,298,BadBeatBot,-298,Bananarchist
PotHotBot,100,Boners '22,-100,PotHotBot
TeamRocket,-191,YEE,191,YEE
AAAKJ,319,GoKinCobra,-319,AAAKJ
maybenot,383,Team Name,-383,maybenot
AP,-733,Jeff Lynne,733,Jeff Lynne
¡WHAM!,-221,PokerBrots,221,PokerBrots
PokerBrots,-313,Boners '22,313,Boners '22
Jigglybluff,254,Kappa Sigma C Team,-254,Jigglybluff
Heffalump Rangers,-12873,Kappa Sigma C Team,12873,Kappa Sigma C Team
GoKinCobra,1183,Queens Club,-1183,GoKinCobra
Daniel Negreanu,412,Queens Club,-412,Daniel Negreanu
Diamond Dogs,24,BadBeatBot,-24,Diamond Dogs
pls STOP we BROKE,259,Boners '22,-259,pls STOP we BROKE
Power JEM ,10557,Hurrikeynes,-10557,Power JEM 
reference_checkcall,-987,pls STOP we BROKE,987,pls STOP we BROKE
AP,-474,reference_checkcall,474,reference_checkcall
B),-654,AP,654,AP
Icy,1910,LadyMooseLizardPhi,-1910,Icy
Third Mid,372,Kappa Sigma C Team,-372,Third Mid
Bananarchist,758,Hurrikeynes,-758,Bananarchist
AP,-695,Blind Plays,695,Blind Plays
B),-1652,BadBeatBot,1652,BadBeatBot
player1,104,reference_lecture_2,-104,player1
PotHotBot,-433,fleabitten,433,fleabitten
IeetChips,-697,testing,697,testing
LadyMooseLizardPhi,-263,AAAKJ,263,AAAKJ
PotHotBot,943,Queens Club,-943,PotHotBot
Flush Boys,-94,andrew's bots,94,andrew's bots
reference_staff,1219,Power JEM ,-1219,reference_staff
B),-1426,Bananarchist,1426,Bananarchist
B),8610,No One,-8610,B)
CC Star,1527,Team Name,-1527,CC Star
A.L.O.E.,-389,<^-^>,389,<^-^>
preflop all in,9460,No One,-9460,preflop all in
Flush Boys,1198,reference_checkcall,-1198,Flush Boys
maybenot,82,Boners '22,-82,maybenot
BadBeatBot,-4645,CC Star,4645,CC Star
Icy,592,Power JEM ,-592,Icy
reference_random,-1300,Diamond Dogs,1300,Diamond Dogs
Bananarchist,281,PokerBrots,-281,Bananarchist
Daniel Negreanu,2265,B),-2265,Daniel Negreanu
maybenot,43,Blind Plays,-43,maybenot
¡WHAM!,480,AP,-480,¡WHAM!
my bad,1248,TeamRocket,-1248,my bad
preflop all in,-516,fleabitten,516,fleabitten
AlphaFish,205,reference_staff,-205,AlphaFish
andrew's bots,-211,fleabitten,211,fleabitten
Queens Club,-3245,CC Star,3245,CC Star
SWEET BUT SALTY,66,reference_lecture_2,-66,SWEET BUT SALTY
Queens Club,-278,maybenot,278,maybenot
LadyMooseLizardPhi,-1655,BluffBot,1655,BluffBot
ChocolateWarriors,-1027,Team Name,1027,Team Name
maybenot,731,Queens Club,-731,maybenot
yeet,25804,reference_random,-25804,yeet
21,-339,andrew's bots,339,andrew's bots
Kappa Sigma C Team,-277,AAAKJ,277,AAAKJ
Icy,1061,reference_lecture_2,-1061,Icy
kaonashi,-1633,reference_staff,1633,reference_staff
No One,-37400,Army Leggy,37400,Army Leggy
AlphaOne,511,¡WHAM!,-511,AlphaOne
reference_lecture_1,-10078,pkr face,10078,pkr face
21,1032,Queens Club,-1032,21
Diamond Dogs,-246,kaonashi,246,kaonashi
Flush Boys,192,Army Leggy,-192,Flush Boys
Hurrikeynes,-800,Queens Club,800,Queens Club
AlphaFish,2658,reference_lecture_1,-2658,AlphaFish
Hurrikeynes,-9657,Power JEM ,9657,Power JEM 
AP,-1281,<^-^>,1281,<^-^>
player1,-4660,reference_lecture_2,4660,reference_lecture_2
pls STOP we BROKE,771,player1,-771,pls STOP we BROKE
Daniel Negreanu,-184,PotHotBot,184,PotHotBot
BadBeatBot,170,Army Leggy,-170,BadBeatBot
GoKinCobra,332,CC Star,-332,GoKinCobra
reference_checkcall,-816,:),816,:)
YEE,-140,21,140,21
Army Leggy,99,Flush Boys,-99,Army Leggy
¡WHAM!,186,Kappa Sigma C Team,-186,¡WHAM!
Kappa Sigma C Team,9275,reference_lecture_1,-9275,Kappa Sigma C Team
reference_lecture_1,-1022,Third Mid,1022,Third Mid
BluffBot,-846,TeamRocket,846,TeamRocket
TeamRocket,166,Flush Boys,-166,TeamRocket
<^-^>,2275,Bananarchist,-2275,<^-^>
AlphaOne,185,Third Mid,-185,AlphaOne
player1,-1966,Team Name,1966,Team Name
A.L.O.E.,483,reference_checkcall,-483,A.L.O.E.
Daniel Negreanu,195,pls STOP we BROKE,-195,Daniel Negreanu
pls STOP we BROKE,221,fleabitten,-221,pls STOP we BROKE
yeet,-1528,Team Name,1528,Team Name
BluffBot,-456,Daniel Negreanu,456,Daniel Negreanu
Jeff Lynne,136,Icy,-136,Jeff Lynne
AAAKJ,981,BluffBot,-981,AAAKJ
reference_staff,427,maybenot,-427,reference_staff
A.L.O.E.,-674,Bananarchist,674,Bananarchist
andrew's bots,15423,Kappa Sigma C Team,-15423,andrew's bots
ChocolateWarriors,-470,IeetChips,470,IeetChips
pkr face,7097,Heffalump Rangers,-7097,pkr face
AlphaFish,331,kaonashi,-331,AlphaFish
SWEET BUT SALTY,1,Blind Plays,-1,SWEET BUT SALTY
pkr face,-432,reference_lecture_2,432,reference_lecture_2
reference_staff,-310,Daniel Negreanu,310,Daniel Negreanu
SWEET BUT SALTY,41,Jeff Lynne,-41,SWEET BUT SALTY
AlphaOne,117,pls STOP we BROKE,-117,AlphaOne
:),-652,GoKinCobra,652,GoKinCobra
Bananarchist,-461,Jigglybluff,461,Jigglybluff
Heffalump Rangers,-339,pls STOP we BROKE,339,pls STOP we BROKE
AlphaOne,2210,B),-2210,AlphaOne
GoKinCobra,-272,Team Name,272,Team Name
:),-341,pls STOP we BROKE,341,pls STOP we BROKE
GoKinCobra,380,pls STOP we BROKE,-380,GoKinCobra
TeamRocket,-2829,reference_lecture_2,2829,reference_lecture_2
reference_staff,2414,AlphaFish,-2414,reference_staff
preflop all in,-634,BadBeatBot,634,BadBeatBot
AP,-478,PotHotBot,478,PotHotBot
BluffBot,1084,Hurrikeynes,-1084,BluffBot
BluffBot,41258,reference_lecture_1,-41258,BluffBot
Flush Boys,550,ChocolateWarriors,-550,Flush Boys
AlphaFish,90,Bananarchist,-90,AlphaFish
Team Name,1266,AP,-1266,Team Name
reference_random,382,AP,-382,reference_random
Hurrikeynes,-870,Bananarchist,870,Bananarchist
PotHotBot,273,<^-^>,-273,PotHotBot
B),-1392,ChocolateWarriors,1392,ChocolateWarriors
andrew's bots,640,Icy,-640,andrew's bots
AlphaOne,158,:),-158,AlphaOne
No One,-14269,Team Name,14269,Team Name
TeamRocket,-225,IeetChips,225,IeetChips
IeetChips,-66,Jigglybluff,66,Jigglybluff
kaonashi,257,LadyMooseLizardPhi,-257,kaonashi
maybenot,395,PotHotBot,-395,maybenot
