team_a_name,team_a_score,team_b_name,team_b_score,winner
Army Leggy,-436,LadyMooseLizardPhi,436,LadyMooseLizardPhi
Diamond Dogs,-252,pls STOP we BROKE,252,pls STOP we BROKE
reference_checkcall,-5348,GoKinCobra,5348,GoKinCobra
Jigglybluff,68,Flush Boys,-68,Jigglybluff
Power JEM ,85565,reference_checkcall,-85565,Power JEM 
reference_random,-901,IeetChips,901,IeetChips
21,-478,my bad,478,my bad
BadBeatBot,70,yeet,-70,BadBeatBot
Hurrikeynes,-2079,Army Leggy,2079,Army Leggy
pls STOP we BROKE,-157,fleabitten,157,fleabitten
Power JEM ,86890,reference_lecture_1,-86890,Power JEM 
Hurrikeynes,-368,BluffBot,368,BluffBot
andrew's bots,3496,fleabitten,-3496,andrew's bots
GoKinCobra,583,B),-583,GoKinCobra
:),541,Queens Club,-541,:)
YEE,-426,SWEET BUT SALTY,426,SWEET BUT SALTY
Bananarchist,876,player1,-876,Bananarchist
Flush Boys,-23,kaonashi,23,kaonashi
pkr face,-1291,PokerBrots,1291,PokerBrots
ChocolateWarriors,-727,CC Star,727,CC Star
AlphaFish,-325,kaonashi,325,kaonashi
player1,-1345,Jeff Lynne,1345,Jeff Lynne
Jigglybluff,40,TeamRocket,-40,Jigglybluff
Army Leggy,-836,reference_lecture_2,836,reference_lecture_2
Queens Club,-2074,GoKinCobra,2074,GoKinCobra
reference_random,-1380,maybenot,1380,maybenot
Kappa Sigma C Team,-1255,testing,1255,testing
Icy,-2164,pkr face,2164,pkr face
Boners '22,-128,Jeff Lynne,128,Jeff Lynne
pls STOP we BROKE,339,AP,-339,pls STOP we BROKE
Jigglybluff,136,Army Leggy,-136,Jigglybluff
PokerBrots,-2063,reference_lecture_2,2063,reference_lecture_2
maybenot,127,Jeff Lynne,-127,maybenot
Flush Boys,-220,AlphaOne,220,AlphaOne
No One,-745,AP,745,AP
Heffalump Rangers,1529,testing,-1529,Heffalump Rangers
Daniel Negreanu,698,Hurrikeynes,-698,Daniel Negreanu
Queens Club,-2195,B),2195,B)
Flush Boys,-126,fleabitten,126,fleabitten
SWEET BUT SALTY,530,Third Mid,-530,SWEET BUT SALTY
andrew's bots,80,reference_lecture_2,-80,andrew's bots
Hurrikeynes,-812,AAAKJ,812,AAAKJ
A.L.O.E.,560,Hurrikeynes,-560,A.L.O.E.
pls STOP we BROKE,299,Boners '22,-299,pls STOP we BROKE
kaonashi,-320,PotHotBot,320,PotHotBot
B),709,Army Leggy,-709,B)
kaonashi,79,<^-^>,-79,kaonashi
Third Mid,27,21,-27,Third Mid
AlphaOne,900,Hurrikeynes,-900,AlphaOne
CC Star,-516,¡WHAM!,516,¡WHAM!
PokerBrots,1150,BadBeatBot,-1150,PokerBrots
BadBeatBot,164,YEE,-164,BadBeatBot
BadBeatBot,380,pkr face,-380,BadBeatBot
pls STOP we BROKE,-1791,B),1791,B)
AP,-2461,pkr face,2461,pkr face
SWEET BUT SALTY,811,reference_lecture_1,-811,SWEET BUT SALTY
TeamRocket,116,IeetChips,-116,TeamRocket
¡WHAM!,119,A.L.O.E.,-119,¡WHAM!
No One,-584,AP,584,AP
BluffBot,-1610,testing,1610,testing
reference_lecture_2,-5,Flush Boys,5,Flush Boys
AlphaFish,-1556,21,1556,21
Kappa Sigma C Team,-1989,testing,1989,testing
pkr face,2032,ChocolateWarriors,-2032,pkr face
<^-^>,-1440,PokerBrots,1440,PokerBrots
reference_lecture_1,-7230,andrew's bots,7230,andrew's bots
PotHotBot,387,reference_lecture_2,-387,PotHotBot
PotHotBot,11,IeetChips,-11,PotHotBot
Kappa Sigma C Team,-463,Blind Plays,463,Blind Plays
my bad,-1207,andrew's bots,1207,andrew's bots
reference_staff,-211,kaonashi,211,kaonashi
A.L.O.E.,-58,SWEET BUT SALTY,58,SWEET BUT SALTY
reference_random,-992,¡WHAM!,992,¡WHAM!
SWEET BUT SALTY,146,B),-146,SWEET BUT SALTY
:),266,Army Leggy,-266,:)
yeet,-2701,PokerBrots,2701,PokerBrots
reference_staff,-55,Third Mid,55,Third Mid
A.L.O.E.,-774,BadBeatBot,774,BadBeatBot
CC Star,1385,pkr face,-1385,CC Star
Jigglybluff,184,LadyMooseLizardPhi,-184,Jigglybluff
Third Mid,-513,Jigglybluff,513,Jigglybluff
YEE,1024,player1,-1024,YEE
andrew's bots,2201,Army Leggy,-2201,andrew's bots
:),-1101,B),1101,B)
Team Name,164,<^-^>,-164,Team Name
Queens Club,38094,reference_random,-38094,Queens Club
preflop all in,-633,BluffBot,633,BluffBot
Queens Club,-479,¡WHAM!,479,¡WHAM!
Icy,-2051,AlphaFish,2051,AlphaFish
YEE,13,B),-13,YEE
AP,-684,Team Name,684,Team Name
testing,1907,ChocolateWarriors,-1907,testing
<^-^>,-30,testing,30,testing
Daniel Negreanu,175,fleabitten,-175,Daniel Negreanu
Diamond Dogs,285,Flush Boys,-285,Diamond Dogs
pkr face,-40,Flush Boys,40,Flush Boys
maybenot,911,reference_lecture_1,-911,maybenot
21,-49,pls STOP we BROKE,49,pls STOP we BROKE
PokerBrots,2855,TeamRocket,-2855,PokerBrots
andrew's bots,-223,SWEET BUT SALTY,223,SWEET BUT SALTY
pkr face,857,Heffalump Rangers,-857,pkr face
Icy,-3693,Army Leggy,3693,Army Leggy
Heffalump Rangers,15996,reference_random,-15996,Heffalump Rangers
21,-5719,testing,5719,testing
Diamond Dogs,48,TeamRocket,-48,Diamond Dogs
Team Name,416,reference_staff,-416,Team Name
Queens Club,-507,Bananarchist,507,Bananarchist
Army Leggy,4364,21,-4364,Army Leggy
my bad,-414,Daniel Negreanu,414,Daniel Negreanu
GoKinCobra,1346,yeet,-1346,GoKinCobra
Army Leggy,1762,yeet,-1762,Army Leggy
Heffalump Rangers,10613,reference_checkcall,-10613,Heffalump Rangers
LadyMooseLizardPhi,-819,¡WHAM!,819,¡WHAM!
player1,-666,LadyMooseLizardPhi,666,LadyMooseLizardPhi
ChocolateWarriors,-1019,Kappa Sigma C Team,1019,Kappa Sigma C Team
Blind Plays,-4328,reference_lecture_2,4328,reference_lecture_2
Diamond Dogs,465,Queens Club,-465,Diamond Dogs
CC Star,-59,BluffBot,59,BluffBot
preflop all in,-922,IeetChips,922,IeetChips
fleabitten,711,No One,-711,fleabitten
21,78533,No One,-78533,21
B),1810,Third Mid,-1810,B)
B),-203,IeetChips,203,IeetChips
maybenot,2,Daniel Negreanu,-2,maybenot
Daniel Negreanu,-208,fleabitten,208,fleabitten
reference_checkcall,-813,AAAKJ,813,AAAKJ
maybenot,153,GoKinCobra,-153,maybenot
AP,-496,PotHotBot,496,PotHotBot
<^-^>,10054,reference_checkcall,-10054,<^-^>
fleabitten,-234,Team Name,234,Team Name
preflop all in,810,yeet,-810,preflop all in
Blind Plays,1081,Power JEM ,-1081,Blind Plays
AlphaFish,-394,Jeff Lynne,394,Jeff Lynne
fleabitten,-66,PotHotBot,66,PotHotBot
Jigglybluff,168,<^-^>,-168,Jigglybluff
pls STOP we BROKE,1,IeetChips,-1,pls STOP we BROKE
Queens Club,941,AP,-941,Queens Club
testing,-1993,pkr face,1993,pkr face
IeetChips,1006,reference_checkcall,-1006,IeetChips
<^-^>,-1343,preflop all in,1343,preflop all in
Bananarchist,647,A.L.O.E.,-647,Bananarchist
Jigglybluff,185,reference_lecture_2,-185,Jigglybluff
testing,2058,ChocolateWarriors,-2058,testing
Diamond Dogs,-1591,GoKinCobra,1591,GoKinCobra
PotHotBot,-1062,:),1062,:)
BluffBot,1147,reference_random,-1147,BluffBot
kaonashi,-185,fleabitten,185,fleabitten
Flush Boys,-151,LadyMooseLizardPhi,151,LadyMooseLizardPhi
GoKinCobra,1087,pls STOP we BROKE,-1087,GoKinCobra
Army Leggy,1925,Team Name,-1925,Army Leggy
preflop all in,483,Hurrikeynes,-483,preflop all in
Queens Club,-326,fleabitten,326,fleabitten
my bad,10166,CC Star,-10166,my bad
Flush Boys,182,BluffBot,-182,Flush Boys
¡WHAM!,414,SWEET BUT SALTY,-414,¡WHAM!
pkr face,-190,Jeff Lynne,190,Jeff Lynne
No One,-22573,PokerBrots,22573,PokerBrots
B),-219,SWEET BUT SALTY,219,SWEET BUT SALTY
Army Leggy,-92,Jigglybluff,92,Jigglybluff
reference_lecture_2,-316,Team Name,316,Team Name
Diamond Dogs,1350,Kappa Sigma C Team,-1350,Diamond Dogs
YEE,-100,IeetChips,100,IeetChips
¡WHAM!,180,PokerBrots,-180,¡WHAM!
pls STOP we BROKE,204,yeet,-204,pls STOP we BROKE
andrew's bots,6599,Icy,-6599,andrew's bots
AAAKJ,463,PotHotBot,-463,AAAKJ
Jigglybluff,143,<^-^>,-143,Jigglybluff
AP,-158,ChocolateWarriors,158,ChocolateWarriors
B),1531,AlphaFish,-1531,B)
Kappa Sigma C Team,4480,No One,-4480,Kappa Sigma C Team
B),193,PokerBrots,-193,B)
TeamRocket,-37085,AlphaFish,37085,AlphaFish
reference_lecture_1,-4277,GoKinCobra,4277,GoKinCobra
¡WHAM!,-540,andrew's bots,540,andrew's bots
Boners '22,3,Blind Plays,-3,Boners '22
player1,-777,reference_lecture_1,777,reference_lecture_1
Army Leggy,-374,pls STOP we BROKE,374,pls STOP we BROKE
No One,49982,reference_checkcall,-49982,No One
BadBeatBot,724,my bad,-724,BadBeatBot
Heffalump Rangers,-119,Blind Plays,119,Blind Plays
¡WHAM!,288,21,-288,¡WHAM!
:),-208,SWEET BUT SALTY,208,SWEET BUT SALTY
AlphaFish,11346,reference_checkcall,-11346,AlphaFish
IeetChips,427,my bad,-427,IeetChips
reference_random,-1657,fleabitten,1657,fleabitten
andrew's bots,-95,<^-^>,95,<^-^>
Diamond Dogs,-126,TeamRocket,126,TeamRocket
B),1478,testing,-1478,B)
reference_staff,-95,SWEET BUT SALTY,95,SWEET BUT SALTY
<^-^>,75,reference_staff,-75,<^-^>
AAAKJ,131,Diamond Dogs,-131,AAAKJ
Kappa Sigma C Team,2084,player1,-2084,Kappa Sigma C Team
reference_checkcall,-11464,Queens Club,11464,Queens Club
reference_checkcall,-4533,reference_random,4533,reference_random
A.L.O.E.,-1512,CC Star,1512,CC Star
Diamond Dogs,389,CC Star,-389,Diamond Dogs
AP,-650,AAAKJ,650,AAAKJ
reference_random,-16639,reference_lecture_2,16639,reference_lecture_2
LadyMooseLizardPhi,-629,AAAKJ,629,AAAKJ
Bananarchist,986,reference_lecture_1,-986,Bananarchist
yeet,946,reference_lecture_1,-946,yeet
<^-^>,4510,TeamRocket,-4510,<^-^>
reference_random,-15308,reference_staff,15308,reference_staff
AlphaFish,-84,reference_lecture_2,84,reference_lecture_2
Kappa Sigma C Team,5981,reference_random,-5981,Kappa Sigma C Team
AAAKJ,226,pkr face,-226,AAAKJ
¡WHAM!,514,Diamond Dogs,-514,¡WHAM!
fleabitten,170,<^-^>,-170,fleabitten
my bad,7038,reference_checkcall,-7038,my bad
<^-^>,812,ChocolateWarriors,-812,<^-^>
Bananarchist,86,andrew's bots,-86,Bananarchist
pls STOP we BROKE,38,reference_staff,-38,pls STOP we BROKE
GoKinCobra,-133,BluffBot,133,BluffBot
PokerBrots,3628,TeamRocket,-3628,PokerBrots
pkr face,-150,Team Name,150,Team Name
Daniel Negreanu,-104,IeetChips,104,IeetChips
Queens Club,3022,Kappa Sigma C Team,-3022,Queens Club
Flush Boys,-1533,CC Star,1533,CC Star
SWEET BUT SALTY,119,Army Leggy,-119,SWEET BUT SALTY
my bad,2194,Jeff Lynne,-2194,my bad
Heffalump Rangers,4604,21,-4604,Heffalump Rangers
Army Leggy,-35,IeetChips,35,IeetChips
reference_staff,-399,Third Mid,399,Third Mid
yeet,-3370,<^-^>,3370,<^-^>
SWEET BUT SALTY,304,YEE,-304,SWEET BUT SALTY
B),-49,SWEET BUT SALTY,49,SWEET BUT SALTY
A.L.O.E.,-176,reference_lecture_2,176,reference_lecture_2
preflop all in,554,<^-^>,-554,preflop all in
Daniel Negreanu,225,yeet,-225,Daniel Negreanu
AlphaOne,445,¡WHAM!,-445,AlphaOne
¡WHAM!,177,SWEET BUT SALTY,-177,¡WHAM!
reference_lecture_2,1294,AP,-1294,reference_lecture_2
Blind Plays,-3,pls STOP we BROKE,3,pls STOP we BROKE
yeet,-338,pls STOP we BROKE,338,pls STOP we BROKE
pkr face,10403,reference_lecture_1,-10403,pkr face
reference_lecture_1,-900,maybenot,900,maybenot
reference_lecture_2,150,A.L.O.E.,-150,reference_lecture_2
Bananarchist,1038,reference_random,-1038,Bananarchist
reference_checkcall,-181,Hurrikeynes,181,Hurrikeynes
IeetChips,133,andrew's bots,-133,IeetChips
Queens Club,-538,Third Mid,538,Third Mid
Army Leggy,1418,my bad,-1418,Army Leggy
Third Mid,980,No One,-980,Third Mid
reference_lecture_1,-425,A.L.O.E.,425,A.L.O.E.
Bananarchist,710,preflop all in,-710,Bananarchist
Diamond Dogs,-139,Jeff Lynne,139,Jeff Lynne
21,1930,Jeff Lynne,-1930,21
Bananarchist,-1041,B),1041,B)
Blind Plays,106,GoKinCobra,-106,Blind Plays
Hurrikeynes,-868,Jeff Lynne,868,Jeff Lynne
player1,-2706,andrew's bots,2706,andrew's bots
¡WHAM!,-698,YEE,698,YEE
Hurrikeynes,-1248,Power JEM ,1248,Power JEM 
Bananarchist,359,reference_lecture_2,-359,Bananarchist
Diamond Dogs,-228,kaonashi,228,kaonashi
yeet,-944,preflop all in,944,preflop all in
:),135,Boners '22,-135,:)
pkr face,-2,IeetChips,2,IeetChips
LadyMooseLizardPhi,-168,Jeff Lynne,168,Jeff Lynne
:),297,Icy,-297,:)
Blind Plays,-4947,andrew's bots,4947,andrew's bots
kaonashi,242,Army Leggy,-242,kaonashi
YEE,197,AP,-197,YEE
player1,-750,TeamRocket,750,TeamRocket
IeetChips,430,AlphaOne,-430,IeetChips
BluffBot,373,Hurrikeynes,-373,BluffBot
BluffBot,1347,andrew's bots,-1347,BluffBot
Jigglybluff,159,BluffBot,-159,Jigglybluff
B),1257,Hurrikeynes,-1257,B)
Daniel Negreanu,-3685,CC Star,3685,CC Star
Flush Boys,-629,GoKinCobra,629,GoKinCobra
my bad,-193,pkr face,193,pkr face
reference_staff,3285,Power JEM ,-3285,reference_staff
player1,-712,Blind Plays,712,Blind Plays
GoKinCobra,397,reference_staff,-397,GoKinCobra
<^-^>,1487,Hurrikeynes,-1487,<^-^>
21,25602,reference_random,-25602,21
Boners '22,833,reference_random,-833,Boners '22
AlphaFish,-486,YEE,486,YEE
Queens Club,2014,LadyMooseLizardPhi,-2014,Queens Club
Flush Boys,-195,AlphaOne,195,AlphaOne
B),2621,reference_random,-2621,B)
AlphaFish,1528,player1,-1528,AlphaFish
AlphaFish,10653,reference_checkcall,-10653,AlphaFish
No One,-565,Diamond Dogs,565,Diamond Dogs
Icy,-4147,PokerBrots,4147,PokerBrots
testing,1543,:),-1543,testing
<^-^>,24349,No One,-24349,<^-^>
Power JEM ,-3691,testing,3691,testing
Heffalump Rangers,3405,preflop all in,-3405,Heffalump Rangers
Hurrikeynes,-747,No One,747,No One
AAAKJ,626,Queens Club,-626,AAAKJ
AP,-1343,pkr face,1343,pkr face
PokerBrots,-200,Bananarchist,200,Bananarchist
Daniel Negreanu,-160,¡WHAM!,160,¡WHAM!
A.L.O.E.,-464,IeetChips,464,IeetChips
Kappa Sigma C Team,-216,SWEET BUT SALTY,216,SWEET BUT SALTY
:),-132,¡WHAM!,132,¡WHAM!
YEE,842,reference_lecture_1,-842,YEE
TeamRocket,-291,BluffBot,291,BluffBot
Blind Plays,-429,preflop all in,429,preflop all in
reference_lecture_1,-9140,andrew's bots,9140,andrew's bots
Blind Plays,-136,TeamRocket,136,TeamRocket
YEE,336,BluffBot,-336,YEE
maybenot,268,kaonashi,-268,maybenot
Team Name,288,YEE,-288,Team Name
Army Leggy,-353,maybenot,353,maybenot
kaonashi,-74,BadBeatBot,74,BadBeatBot
yeet,-142,BadBeatBot,142,BadBeatBot
LadyMooseLizardPhi,15,testing,-15,LadyMooseLizardPhi
yeet,-523,Boners '22,523,Boners '22
BluffBot,-218,Jigglybluff,218,Jigglybluff
Boners '22,-1755,GoKinCobra,1755,GoKinCobra
B),2191,CC Star,-2191,B)
maybenot,4,Blind Plays,-4,maybenot
PotHotBot,183,Bananarchist,-183,PotHotBot
maybenot,70,andrew's bots,-70,maybenot
A.L.O.E.,-926,GoKinCobra,926,GoKinCobra
pls STOP we BROKE,170,CC Star,-170,pls STOP we BROKE
Bananarchist,-267,my bad,267,my bad
pls STOP we BROKE,758,A.L.O.E.,-758,pls STOP we BROKE
reference_random,-1202,preflop all in,1202,preflop all in
Diamond Dogs,281,21,-281,Diamond Dogs
reference_lecture_2,5208,Queens Club,-5208,reference_lecture_2
Daniel Negreanu,249,PokerBrots,-249,Daniel Negreanu
AlphaFish,-1218,21,1218,21
Jigglybluff,134,Icy,-134,Jigglybluff
Jigglybluff,372,pkr face,-372,Jigglybluff
reference_checkcall,-189,A.L.O.E.,189,A.L.O.E.
yeet,1823,Hurrikeynes,-1823,yeet
Jeff Lynne,-40,AAAKJ,40,AAAKJ
<^-^>,-102,AAAKJ,102,AAAKJ
my bad,27,pkr face,-27,my bad
preflop all in,837,Diamond Dogs,-837,preflop all in
Jeff Lynne,-1360,GoKinCobra,1360,GoKinCobra
andrew's bots,2390,A.L.O.E.,-2390,andrew's bots
preflop all in,-538,AAAKJ,538,AAAKJ
GoKinCobra,-125,LadyMooseLizardPhi,125,LadyMooseLizardPhi
AlphaFish,-344,AAAKJ,344,AAAKJ
reference_checkcall,-2027,B),2027,B)
AP,-1092,B),1092,B)
A.L.O.E.,-314,yeet,314,yeet
Bananarchist,944,reference_checkcall,-944,Bananarchist
Icy,-385,pls STOP we BROKE,385,pls STOP we BROKE
Boners '22,218,AlphaFish,-218,Boners '22
andrew's bots,-250,SWEET BUT SALTY,250,SWEET BUT SALTY
LadyMooseLizardPhi,144,Heffalump Rangers,-144,LadyMooseLizardPhi
Icy,-152,AlphaOne,152,AlphaOne
reference_staff,4299,Power JEM ,-4299,reference_staff
maybenot,242,pls STOP we BROKE,-242,maybenot
A.L.O.E.,-4161,BluffBot,4161,BluffBot
Jeff Lynne,-57,SWEET BUT SALTY,57,SWEET BUT SALTY
testing,3297,TeamRocket,-3297,testing
AP,-697,Diamond Dogs,697,Diamond Dogs
B),827,YEE,-827,B)
21,4552,LadyMooseLizardPhi,-4552,21
testing,1295,21,-1295,testing
Bananarchist,410,Third Mid,-410,Bananarchist
maybenot,13,PokerBrots,-13,maybenot
PotHotBot,-750,PokerBrots,750,PokerBrots
yeet,-14707,21,14707,21
testing,14275,reference_random,-14275,testing
Team Name,-313,Heffalump Rangers,313,Heffalump Rangers
LadyMooseLizardPhi,328,21,-328,LadyMooseLizardPhi
maybenot,3,IeetChips,-3,maybenot
AP,-691,Daniel Negreanu,691,Daniel Negreanu
Jigglybluff,667,Third Mid,-667,Jigglybluff
Jigglybluff,443,PotHotBot,-443,Jigglybluff
AP,-302,reference_random,302,reference_random
testing,2006,LadyMooseLizardPhi,-2006,testing
Army Leggy,5921,BadBeatBot,-5921,Army Leggy
AAAKJ,3,Blind Plays,-3,AAAKJ
reference_random,-15836,reference_lecture_2,15836,reference_lecture_2
kaonashi,176,yeet,-176,kaonashi
Queens Club,-679,Icy,679,Icy
Heffalump Rangers,1110,Power JEM ,-1110,Heffalump Rangers
Blind Plays,-22,maybenot,22,maybenot
reference_staff,-633,PokerBrots,633,PokerBrots
Daniel Negreanu,-3538,21,3538,21
SWEET BUT SALTY,29,IeetChips,-29,SWEET BUT SALTY
Blind Plays,-11,Third Mid,11,Third Mid
player1,-730,BadBeatBot,730,BadBeatBot
A.L.O.E.,360,Diamond Dogs,-360,A.L.O.E.
testing,293,andrew's bots,-293,testing
Daniel Negreanu,41,pls STOP we BROKE,-41,Daniel Negreanu
BadBeatBot,304,Icy,-304,BadBeatBot
reference_lecture_2,-86,Jeff Lynne,86,Jeff Lynne
Jeff Lynne,-241,AlphaOne,241,AlphaOne
maybenot,287,Boners '22,-287,maybenot
fleabitten,80,pls STOP we BROKE,-80,fleabitten
A.L.O.E.,-891,21,891,21
No One,-839,Third Mid,839,Third Mid
:),163,Power JEM ,-163,:)
maybenot,414,Icy,-414,maybenot
reference_random,-727,Team Name,727,Team Name
preflop all in,-1909,my bad,1909,my bad
pls STOP we BROKE,897,reference_random,-897,pls STOP we BROKE
pls STOP we BROKE,-497,B),497,B)
reference_staff,-109,Jigglybluff,109,Jigglybluff
reference_checkcall,-9155,Icy,9155,Icy
andrew's bots,-113,preflop all in,113,preflop all in
PotHotBot,-553,Jigglybluff,553,Jigglybluff
A.L.O.E.,-864,yeet,864,yeet
Hurrikeynes,-690,Blind Plays,690,Blind Plays
Third Mid,-1859,reference_lecture_2,1859,reference_lecture_2
Kappa Sigma C Team,-1072,Army Leggy,1072,Army Leggy
Icy,-7098,reference_lecture_2,7098,reference_lecture_2
<^-^>,4344,Blind Plays,-4344,<^-^>
21,2838,Icy,-2838,21
LadyMooseLizardPhi,-868,Jeff Lynne,868,Jeff Lynne
GoKinCobra,-678,AlphaFish,678,AlphaFish
reference_staff,497,Team Name,-497,reference_staff
Jeff Lynne,105,pls STOP we BROKE,-105,Jeff Lynne
my bad,7218,Queens Club,-7218,my bad
Hurrikeynes,-682,BadBeatBot,682,BadBeatBot
Daniel Negreanu,-483,Team Name,483,Team Name
Kappa Sigma C Team,-1219,testing,1219,testing
LadyMooseLizardPhi,-564,TeamRocket,564,TeamRocket
reference_lecture_2,-33,fleabitten,33,fleabitten
ChocolateWarriors,-1498,PokerBrots,1498,PokerBrots
reference_lecture_1,-3721,my bad,3721,my bad
pkr face,-220,:),220,:)
my bad,763,Heffalump Rangers,-763,my bad
testing,26982,No One,-26982,testing
ChocolateWarriors,-1261,Kappa Sigma C Team,1261,Kappa Sigma C Team
my bad,2918,BadBeatBot,-2918,my bad
pls STOP we BROKE,934,reference_lecture_1,-934,pls STOP we BROKE
Flush Boys,243,my bad,-243,Flush Boys
¡WHAM!,-931,my bad,931,my bad
<^-^>,1440,ChocolateWarriors,-1440,<^-^>
B),-437,preflop all in,437,preflop all in
AAAKJ,75,TeamRocket,-75,AAAKJ
Jeff Lynne,447,Daniel Negreanu,-447,Jeff Lynne
AlphaOne,1004,reference_checkcall,-1004,AlphaOne
Jeff Lynne,297,yeet,-297,Jeff Lynne
Daniel Negreanu,-1670,Queens Club,1670,Queens Club
AlphaOne,894,reference_random,-894,AlphaOne
AAAKJ,609,Team Name,-609,AAAKJ
SWEET BUT SALTY,917,No One,-917,SWEET BUT SALTY
Jigglybluff,5,IeetChips,-5,Jigglybluff
B),1730,pkr face,-1730,B)
BluffBot,-2234,Kappa Sigma C Team,2234,Kappa Sigma C Team
pls STOP we BROKE,80,<^-^>,-80,pls STOP we BROKE
Blind Plays,-1,A.L.O.E.,1,A.L.O.E.
reference_staff,1571,Daniel Negreanu,-1571,reference_staff
player1,-836,SWEET BUT SALTY,836,SWEET BUT SALTY
Hurrikeynes,-1231,IeetChips,1231,IeetChips
IeetChips,-34,Jigglybluff,34,Jigglybluff
YEE,279,my bad,-279,YEE
ChocolateWarriors,116,reference_checkcall,-116,ChocolateWarriors
pkr face,-167,IeetChips,167,IeetChips
¡WHAM!,64,kaonashi,-64,¡WHAM!
:),-126,SWEET BUT SALTY,126,SWEET BUT SALTY
Team Name,573,reference_random,-573,Team Name
BadBeatBot,300,Kappa Sigma C Team,-300,BadBeatBot
PotHotBot,267,BadBeatBot,-267,PotHotBot
testing,1669,Flush Boys,-1669,testing
pkr face,1734,CC Star,-1734,pkr face
B),1092,AP,-1092,B)
reference_lecture_1,-618,Blind Plays,618,Blind Plays
pkr face,3518,B),-3518,pkr face
AAAKJ,509,PotHotBot,-509,AAAKJ
No One,-24604,Heffalump Rangers,24604,Heffalump Rangers
LadyMooseLizardPhi,-2000,andrew's bots,2000,andrew's bots
LadyMooseLizardPhi,24,Jigglybluff,-24,LadyMooseLizardPhi
testing,10997,reference_checkcall,-10997,testing
IeetChips,79,testing,-79,IeetChips
TeamRocket,362,reference_random,-362,TeamRocket
preflop all in,11445,reference_checkcall,-11445,preflop all in
:),554,Queens Club,-554,:)
B),1017,Diamond Dogs,-1017,B)
GoKinCobra,1296,AP,-1296,GoKinCobra
player1,-2429,reference_lecture_2,2429,reference_lecture_2
CC Star,-99,kaonashi,99,kaonashi
GoKinCobra,542,Blind Plays,-542,GoKinCobra
A.L.O.E.,-605,andrew's bots,605,andrew's bots
ChocolateWarriors,-440,AlphaOne,440,AlphaOne
LadyMooseLizardPhi,545,testing,-545,LadyMooseLizardPhi
IeetChips,0,Bananarchist,0,IeetChips
maybenot,38,BluffBot,-38,maybenot
PotHotBot,-681,Team Name,681,Team Name
Daniel Negreanu,-194,YEE,194,YEE
Flush Boys,161,my bad,-161,Flush Boys
AlphaFish,-606,preflop all in,606,preflop all in
LadyMooseLizardPhi,663,player1,-663,LadyMooseLizardPhi
B),-259,IeetChips,259,IeetChips
AP,-700,Daniel Negreanu,700,Daniel Negreanu
ChocolateWarriors,-404,Diamond Dogs,404,Diamond Dogs
maybenot,217,Icy,-217,maybenot
Bananarchist,677,preflop all in,-677,Bananarchist
IeetChips,45,Army Leggy,-45,IeetChips
Kappa Sigma C Team,1723,PokerBrots,-1723,Kappa Sigma C Team
player1,-1316,Daniel Negreanu,1316,Daniel Negreanu
Icy,-4066,CC Star,4066,CC Star
Army Leggy,3639,CC Star,-3639,Army Leggy
Jeff Lynne,1,Blind Plays,-1,Jeff Lynne
reference_checkcall,-12067,AlphaFish,12067,AlphaFish
fleabitten,232,testing,-232,fleabitten
reference_random,-29728,21,29728,21
preflop all in,-605,AAAKJ,605,AAAKJ
preflop all in,12223,reference_lecture_1,-12223,preflop all in
AlphaFish,-397,Daniel Negreanu,397,Daniel Negreanu
reference_random,-15156,reference_checkcall,15156,reference_checkcall
fleabitten,228,Power JEM ,-228,fleabitten
IeetChips,-2,Daniel Negreanu,2,Daniel Negreanu
BluffBot,308,Daniel Negreanu,-308,BluffBot
AlphaFish,2673,BluffBot,-2673,AlphaFish
21,32866,reference_random,-32866,21
reference_checkcall,-919,:),919,:)
BadBeatBot,165,TeamRocket,-165,BadBeatBot
TeamRocket,-262,Jeff Lynne,262,Jeff Lynne
Daniel Negreanu,30,Icy,-30,Daniel Negreanu
Queens Club,1000,AP,-1000,Queens Club
Daniel Negreanu,376,Kappa Sigma C Team,-376,Daniel Negreanu
¡WHAM!,491,Hurrikeynes,-491,¡WHAM!
my bad,4165,yeet,-4165,my bad
CC Star,-788,Jigglybluff,788,Jigglybluff
Jigglybluff,89,kaonashi,-89,Jigglybluff
Diamond Dogs,248,reference_staff,-248,Diamond Dogs
reference_checkcall,-1059,IeetChips,1059,IeetChips
No One,-551,maybenot,551,maybenot
PokerBrots,624,testing,-624,PokerBrots
21,1500,AP,-1500,21
:),-2250,<^-^>,2250,<^-^>
:),-177,PotHotBot,177,PotHotBot
IeetChips,-9,AlphaOne,9,AlphaOne
andrew's bots,-84,Daniel Negreanu,84,Daniel Negreanu
Third Mid,137,PokerBrots,-137,Third Mid
reference_lecture_2,2352,LadyMooseLizardPhi,-2352,reference_lecture_2
reference_lecture_2,-860,preflop all in,860,preflop all in
reference_staff,-294,¡WHAM!,294,¡WHAM!
AP,0,player1,0,player1
Jigglybluff,260,yeet,-260,Jigglybluff
B),176,pkr face,-176,B)
CC Star,-371,Boners '22,371,Boners '22
AlphaFish,-564,my bad,564,my bad
Hurrikeynes,-692,YEE,692,YEE
21,531,pkr face,-531,21
Queens Club,-9469,AlphaFish,9469,AlphaFish
pls STOP we BROKE,322,BluffBot,-322,pls STOP we BROKE
Bananarchist,187,Army Leggy,-187,Bananarchist
