team_a_name,team_a_score,team_b_name,team_b_score,winner
pls STOP we BROKE,333,my bad,-333,pls STOP we BROKE
SWEET BUT SALTY,210,testing,-210,SWEET BUT SALTY
AAAKJ,636,preflop all in,-636,AAAKJ
Blind Plays,-3598,my bad,3598,my bad
AlphaFish,433,reference_lecture_2,-433,AlphaFish
testing,20895,reference_random,-20895,testing
Hurrikeynes,-1330,PokerBrots,1330,PokerBrots
reference_random,-1882,Kappa Sigma C Team,1882,Kappa Sigma C Team
BadBeatBot,-3314,my bad,3314,my bad
testing,-334,Daniel Negreanu,334,Daniel Negreanu
21,1628,Hurrikeynes,-1628,21
AlphaOne,279,SWEET BUT SALTY,-279,AlphaOne
B),677,GoKinCobra,-677,B)
Power JEM ,-168,pls STOP we BROKE,168,pls STOP we BROKE
AP,-140,pls STOP we BROKE,140,pls STOP we BROKE
Boners '22,-125,maybenot,125,maybenot
fleabitten,2,IeetChips,-2,fleabitten
reference_lecture_2,-156,Third Mid,156,Third Mid
Kappa Sigma C Team,-123,Flush Boys,123,Flush Boys
PotHotBot,684,ChocolateWarriors,-684,PotHotBot
pls STOP we BROKE,221,AlphaFish,-221,pls STOP we BROKE
player1,-3443,Queens Club,3443,Queens Club
Flush Boys,219,Queens Club,-219,Flush Boys
pkr face,-75,LadyMooseLizardPhi,75,LadyMooseLizardPhi
ChocolateWarriors,-708,Diamond Dogs,708,Diamond Dogs
pls STOP we BROKE,126,Flush Boys,-126,pls STOP we BROKE
ChocolateWarriors,-417,BluffBot,417,BluffBot
Icy,-344,PotHotBot,344,PotHotBot
A.L.O.E.,196,reference_checkcall,-196,A.L.O.E.
Power JEM ,77776,reference_checkcall,-77776,Power JEM 
Diamond Dogs,-343,Bananarchist,343,Bananarchist
AP,-596,A.L.O.E.,596,A.L.O.E.
Heffalump Rangers,-1620,reference_staff,1620,reference_staff
Queens Club,-11026,Power JEM ,11026,Power JEM 
pls STOP we BROKE,312,reference_lecture_2,-312,pls STOP we BROKE
SWEET BUT SALTY,118,<^-^>,-118,SWEET BUT SALTY
player1,-956,Flush Boys,956,Flush Boys
21,-7400,<^-^>,7400,<^-^>
kaonashi,378,Blind Plays,-378,kaonashi
andrew's bots,267,¡WHAM!,-267,andrew's bots
YEE,-182,fleabitten,182,fleabitten
Hurrikeynes,-717,Jigglybluff,717,Jigglybluff
PotHotBot,325,Jeff Lynne,-325,PotHotBot
ChocolateWarriors,-595,Flush Boys,595,Flush Boys
AlphaOne,-442,preflop all in,442,preflop all in
AP,-750,Bananarchist,750,Bananarchist
testing,2839,Icy,-2839,testing
¡WHAM!,451,AlphaFish,-451,¡WHAM!
kaonashi,451,A.L.O.E.,-451,kaonashi
my bad,3586,:),-3586,my bad
Blind Plays,708,AP,-708,Blind Plays
Kappa Sigma C Team,-214,Daniel Negreanu,214,Daniel Negreanu
Daniel Negreanu,-874,AlphaFish,874,AlphaFish
B),-712,preflop all in,712,preflop all in
preflop all in,-928,Bananarchist,928,Bananarchist
fleabitten,869,Power JEM ,-869,fleabitten
yeet,-2292,B),2292,B)
:),-199,Jigglybluff,199,Jigglybluff
Queens Club,-109,Icy,109,Icy
GoKinCobra,792,Heffalump Rangers,-792,GoKinCobra
reference_lecture_1,-932,fleabitten,932,fleabitten
reference_lecture_1,-11061,AlphaFish,11061,AlphaFish
pkr face,747,Bananarchist,-747,pkr face
IeetChips,753,player1,-753,IeetChips
ChocolateWarriors,-640,SWEET BUT SALTY,640,SWEET BUT SALTY
andrew's bots,-643,PokerBrots,643,PokerBrots
Flush Boys,65,yeet,-65,Flush Boys
Army Leggy,-342,reference_lecture_2,342,reference_lecture_2
Third Mid,209,yeet,-209,Third Mid
IeetChips,538,Power JEM ,-538,IeetChips
Daniel Negreanu,210,Power JEM ,-210,Daniel Negreanu
21,12440,Blind Plays,-12440,21
Third Mid,158,pls STOP we BROKE,-158,Third Mid
andrew's bots,-188,TeamRocket,188,TeamRocket
:),-203,PotHotBot,203,PotHotBot
A.L.O.E.,-1089,reference_lecture_2,1089,reference_lecture_2
Army Leggy,-133,IeetChips,133,IeetChips
A.L.O.E.,-1174,Kappa Sigma C Team,1174,Kappa Sigma C Team
AlphaOne,1226,player1,-1226,AlphaOne
Flush Boys,1115,player1,-1115,Flush Boys
BluffBot,2217,Power JEM ,-2217,BluffBot
Army Leggy,10151,reference_random,-10151,Army Leggy
yeet,-498,Daniel Negreanu,498,Daniel Negreanu
LadyMooseLizardPhi,-754,TeamRocket,754,TeamRocket
TeamRocket,-363,Third Mid,363,Third Mid
Army Leggy,-260,AAAKJ,260,AAAKJ
testing,-93,Third Mid,93,Third Mid
SWEET BUT SALTY,363,AAAKJ,-363,SWEET BUT SALTY
maybenot,207,yeet,-207,maybenot
No One,-26872,Icy,26872,Icy
GoKinCobra,-133,kaonashi,133,kaonashi
reference_lecture_1,-522,A.L.O.E.,522,A.L.O.E.
Daniel Negreanu,1343,player1,-1343,Daniel Negreanu
PotHotBot,-1432,reference_lecture_2,1432,reference_lecture_2
Third Mid,-1812,PokerBrots,1812,PokerBrots
reference_checkcall,-86153,Power JEM ,86153,Power JEM 
AlphaOne,605,Third Mid,-605,AlphaOne
AlphaFish,37969,reference_random,-37969,AlphaFish
reference_random,-859,¡WHAM!,859,¡WHAM!
pkr face,-1909,CC Star,1909,CC Star
GoKinCobra,643,Bananarchist,-643,GoKinCobra
reference_random,-7409,my bad,7409,my bad
AlphaFish,-160,PokerBrots,160,PokerBrots
reference_random,-1487,preflop all in,1487,preflop all in
testing,-447,Jeff Lynne,447,Jeff Lynne
AAAKJ,484,reference_lecture_2,-484,AAAKJ
IeetChips,109,maybenot,-109,IeetChips
testing,-423,BadBeatBot,423,BadBeatBot
player1,-1542,AlphaFish,1542,AlphaFish
PotHotBot,277,reference_lecture_2,-277,PotHotBot
reference_lecture_1,-801,yeet,801,yeet
Third Mid,138,<^-^>,-138,Third Mid
PotHotBot,275,CC Star,-275,PotHotBot
CC Star,-151,GoKinCobra,151,GoKinCobra
reference_lecture_1,-870,Bananarchist,870,Bananarchist
SWEET BUT SALTY,558,Third Mid,-558,SWEET BUT SALTY
player1,-22347,No One,22347,No One
¡WHAM!,34,Blind Plays,-34,¡WHAM!
PotHotBot,576,Third Mid,-576,PotHotBot
Icy,6951,TeamRocket,-6951,Icy
B),2228,Blind Plays,-2228,B)
A.L.O.E.,-1009,AlphaOne,1009,AlphaOne
PotHotBot,-562,AlphaOne,562,AlphaOne
No One,-880,YEE,880,YEE
B),-58,Team Name,58,Team Name
Jeff Lynne,1285,reference_checkcall,-1285,Jeff Lynne
Blind Plays,-14635,Queens Club,14635,Queens Club
PokerBrots,-1458,andrew's bots,1458,andrew's bots
Jeff Lynne,709,Kappa Sigma C Team,-709,Jeff Lynne
reference_staff,-1505,B),1505,B)
AlphaOne,215,reference_staff,-215,AlphaOne
LadyMooseLizardPhi,-209,Jigglybluff,209,Jigglybluff
BluffBot,616,ChocolateWarriors,-616,BluffBot
AAAKJ,452,Kappa Sigma C Team,-452,AAAKJ
:),945,reference_checkcall,-945,:)
Jeff Lynne,1116,reference_checkcall,-1116,Jeff Lynne
reference_lecture_1,-10120,reference_lecture_2,10120,reference_lecture_2
Third Mid,984,reference_checkcall,-984,Third Mid
<^-^>,-34,fleabitten,34,fleabitten
pkr face,3243,Bananarchist,-3243,pkr face
Diamond Dogs,41,yeet,-41,Diamond Dogs
Blind Plays,-3,LadyMooseLizardPhi,3,LadyMooseLizardPhi
Third Mid,-615,maybenot,615,maybenot
BadBeatBot,3,Blind Plays,-3,BadBeatBot
PokerBrots,-321,Third Mid,321,Third Mid
AlphaOne,-301,Third Mid,301,Third Mid
21,-105,Daniel Negreanu,105,Daniel Negreanu
<^-^>,-4429,PokerBrots,4429,PokerBrots
pkr face,880,Flush Boys,-880,pkr face
reference_lecture_1,-66,¡WHAM!,66,¡WHAM!
Third Mid,79,Flush Boys,-79,Third Mid
BadBeatBot,372,Jeff Lynne,-372,BadBeatBot
Blind Plays,536,reference_checkcall,-536,Blind Plays
AP,-603,fleabitten,603,fleabitten
maybenot,163,kaonashi,-163,maybenot
PotHotBot,143,kaonashi,-143,PotHotBot
Daniel Negreanu,-268,kaonashi,268,kaonashi
reference_random,-16427,GoKinCobra,16427,GoKinCobra
pkr face,-553,my bad,553,my bad
Bananarchist,-2102,GoKinCobra,2102,GoKinCobra
AAAKJ,198,Diamond Dogs,-198,AAAKJ
reference_lecture_2,2157,yeet,-2157,reference_lecture_2
AAAKJ,350,PotHotBot,-350,AAAKJ
AAAKJ,480,LadyMooseLizardPhi,-480,AAAKJ
SWEET BUT SALTY,-212,Boners '22,212,Boners '22
¡WHAM!,-329,BadBeatBot,329,BadBeatBot
AAAKJ,138,pls STOP we BROKE,-138,AAAKJ
reference_random,-554,maybenot,554,maybenot
kaonashi,441,Queens Club,-441,kaonashi
AAAKJ,906,reference_random,-906,AAAKJ
Daniel Negreanu,1705,reference_random,-1705,Daniel Negreanu
PotHotBot,315,testing,-315,PotHotBot
CC Star,-7080,andrew's bots,7080,andrew's bots
my bad,-387,AAAKJ,387,AAAKJ
reference_lecture_1,-44559,BluffBot,44559,BluffBot
Third Mid,786,No One,-786,Third Mid
LadyMooseLizardPhi,-417,BadBeatBot,417,BadBeatBot
Army Leggy,-1142,my bad,1142,my bad
testing,3016,Diamond Dogs,-3016,testing
YEE,678,AP,-678,YEE
<^-^>,-354,Third Mid,354,Third Mid
maybenot,51,Jeff Lynne,-51,maybenot
fleabitten,-397,:),397,:)
yeet,-321,SWEET BUT SALTY,321,SWEET BUT SALTY
AlphaOne,-367,PotHotBot,367,PotHotBot
andrew's bots,1276,Hurrikeynes,-1276,andrew's bots
¡WHAM!,-498,Team Name,498,Team Name
Army Leggy,-373,AlphaOne,373,AlphaOne
Team Name,-396,Power JEM ,396,Power JEM 
A.L.O.E.,-1116,Heffalump Rangers,1116,Heffalump Rangers
Blind Plays,-13,Jeff Lynne,13,Jeff Lynne
Army Leggy,-125,IeetChips,125,IeetChips
<^-^>,177,fleabitten,-177,<^-^>
andrew's bots,-160,PotHotBot,160,PotHotBot
AlphaOne,193,kaonashi,-193,AlphaOne
AlphaFish,2368,B),-2368,AlphaFish
AP,-688,Blind Plays,688,Blind Plays
Jigglybluff,80,maybenot,-80,Jigglybluff
AAAKJ,823,reference_random,-823,AAAKJ
my bad,7066,reference_checkcall,-7066,my bad
:),134,BluffBot,-134,:)
ChocolateWarriors,-1065,yeet,1065,yeet
reference_checkcall,743,player1,-743,reference_checkcall
pls STOP we BROKE,871,player1,-871,pls STOP we BROKE
No One,-569,pls STOP we BROKE,569,pls STOP we BROKE
Third Mid,298,maybenot,-298,Third Mid
reference_random,-8593,yeet,8593,yeet
yeet,-12283,21,12283,21
CC Star,3870,reference_lecture_1,-3870,CC Star
AlphaOne,177,reference_lecture_2,-177,AlphaOne
pkr face,-222,¡WHAM!,222,¡WHAM!
Team Name,114,PokerBrots,-114,Team Name
Queens Club,-441,AAAKJ,441,AAAKJ
Jigglybluff,240,Heffalump Rangers,-240,Jigglybluff
Boners '22,783,Power JEM ,-783,Boners '22
TeamRocket,-2220,B),2220,B)
Diamond Dogs,192,Flush Boys,-192,Diamond Dogs
Power JEM ,2887,CC Star,-2887,Power JEM 
LadyMooseLizardPhi,-1701,reference_staff,1701,reference_staff
:),873,reference_checkcall,-873,:)
reference_staff,2087,pls STOP we BROKE,-2087,reference_staff
¡WHAM!,-26,AAAKJ,26,AAAKJ
player1,-1103,Flush Boys,1103,Flush Boys
pkr face,8048,reference_lecture_1,-8048,pkr face
21,-377,reference_staff,377,reference_staff
<^-^>,-703,preflop all in,703,preflop all in
SWEET BUT SALTY,-1020,BluffBot,1020,BluffBot
andrew's bots,496,Heffalump Rangers,-496,andrew's bots
Queens Club,-613,Bananarchist,613,Bananarchist
Kappa Sigma C Team,-1588,andrew's bots,1588,andrew's bots
:),721,Queens Club,-721,:)
testing,4090,Icy,-4090,testing
Heffalump Rangers,1232,TeamRocket,-1232,Heffalump Rangers
fleabitten,138,PokerBrots,-138,fleabitten
kaonashi,263,AlphaOne,-263,kaonashi
fleabitten,341,preflop all in,-341,fleabitten
Blind Plays,677,Hurrikeynes,-677,Blind Plays
Heffalump Rangers,4191,Power JEM ,-4191,Heffalump Rangers
Power JEM ,-1417,pkr face,1417,pkr face
GoKinCobra,-444,testing,444,testing
testing,-2136,<^-^>,2136,<^-^>
CC Star,-162,BadBeatBot,162,BadBeatBot
Daniel Negreanu,-558,andrew's bots,558,andrew's bots
Heffalump Rangers,1323,AP,-1323,Heffalump Rangers
Army Leggy,-2266,reference_lecture_2,2266,reference_lecture_2
AlphaOne,231,SWEET BUT SALTY,-231,AlphaOne
PokerBrots,-188,Boners '22,188,Boners '22
reference_random,-27211,Icy,27211,Icy
Boners '22,-259,TeamRocket,259,TeamRocket
Heffalump Rangers,-137,Jeff Lynne,137,Jeff Lynne
AP,-1073,my bad,1073,my bad
Diamond Dogs,521,Third Mid,-521,Diamond Dogs
reference_lecture_2,1415,AlphaOne,-1415,reference_lecture_2
GoKinCobra,3324,Heffalump Rangers,-3324,GoKinCobra
¡WHAM!,-942,AlphaFish,942,AlphaFish
B),988,Kappa Sigma C Team,-988,B)
BluffBot,53848,reference_checkcall,-53848,BluffBot
maybenot,232,testing,-232,maybenot
Third Mid,490,ChocolateWarriors,-490,Third Mid
pkr face,1735,Icy,-1735,pkr face
reference_checkcall,-8978,reference_staff,8978,reference_staff
andrew's bots,-1712,PokerBrots,1712,PokerBrots
pls STOP we BROKE,706,Hurrikeynes,-706,pls STOP we BROKE
¡WHAM!,431,PokerBrots,-431,¡WHAM!
Icy,-1876,B),1876,B)
AP,-706,Third Mid,706,Third Mid
Jeff Lynne,420,testing,-420,Jeff Lynne
yeet,-190,AAAKJ,190,AAAKJ
fleabitten,29,B),-29,fleabitten
Army Leggy,4374,Boners '22,-4374,Army Leggy
andrew's bots,5773,Queens Club,-5773,andrew's bots
pkr face,2449,Bananarchist,-2449,pkr face
player1,551,Hurrikeynes,-551,player1
Queens Club,-10946,my bad,10946,my bad
SWEET BUT SALTY,402,:),-402,SWEET BUT SALTY
Third Mid,-852,PotHotBot,852,PotHotBot
¡WHAM!,403,Third Mid,-403,¡WHAM!
pls STOP we BROKE,313,TeamRocket,-313,pls STOP we BROKE
Kappa Sigma C Team,-132,¡WHAM!,132,¡WHAM!
Boners '22,-194,pls STOP we BROKE,194,pls STOP we BROKE
Icy,-209,pls STOP we BROKE,209,pls STOP we BROKE
Bananarchist,-2501,AlphaFish,2501,AlphaFish
reference_lecture_1,-5283,andrew's bots,5283,andrew's bots
Team Name,672,preflop all in,-672,Team Name
AlphaFish,44680,reference_random,-44680,AlphaFish
AAAKJ,167,GoKinCobra,-167,AAAKJ
ChocolateWarriors,-515,SWEET BUT SALTY,515,SWEET BUT SALTY
No One,-845,Flush Boys,845,Flush Boys
GoKinCobra,854,preflop all in,-854,GoKinCobra
ChocolateWarriors,-491,IeetChips,491,IeetChips
IeetChips,346,BluffBot,-346,IeetChips
BadBeatBot,267,andrew's bots,-267,BadBeatBot
No One,-444,Blind Plays,444,Blind Plays
pkr face,-129,kaonashi,129,kaonashi
Hurrikeynes,-692,Boners '22,692,Boners '22
A.L.O.E.,-591,my bad,591,my bad
GoKinCobra,1000,21,-1000,GoKinCobra
Heffalump Rangers,212,Flush Boys,-212,Heffalump Rangers
reference_lecture_2,735,A.L.O.E.,-735,reference_lecture_2
BadBeatBot,142,reference_staff,-142,BadBeatBot
Heffalump Rangers,-149,Bananarchist,149,Bananarchist
AAAKJ,-134,Jigglybluff,134,Jigglybluff
B),-100,SWEET BUT SALTY,100,SWEET BUT SALTY
:),119,YEE,-119,:)
Blind Plays,-1,:),1,:)
Third Mid,-841,AlphaOne,841,AlphaOne
:),163,Heffalump Rangers,-163,:)
BadBeatBot,81,Icy,-81,BadBeatBot
:),172,21,-172,:)
AP,-743,Jeff Lynne,743,Jeff Lynne
IeetChips,-7,Team Name,7,Team Name
ChocolateWarriors,-1101,reference_lecture_2,1101,reference_lecture_2
preflop all in,457,Boners '22,-457,preflop all in
:),442,Team Name,-442,:)
B),1371,Hurrikeynes,-1371,B)
pls STOP we BROKE,-112,Bananarchist,112,Bananarchist
Hurrikeynes,-1050,Diamond Dogs,1050,Diamond Dogs
Army Leggy,974,Bananarchist,-974,Army Leggy
fleabitten,-392,BadBeatBot,392,BadBeatBot
PotHotBot,373,Heffalump Rangers,-373,PotHotBot
Team Name,681,player1,-681,Team Name
reference_staff,-1041,Heffalump Rangers,1041,Heffalump Rangers
Hurrikeynes,-1461,andrew's bots,1461,andrew's bots
SWEET BUT SALTY,-264,Boners '22,264,Boners '22
PotHotBot,263,PokerBrots,-263,PotHotBot
Hurrikeynes,-1263,B),1263,B)
AAAKJ,34,Bananarchist,-34,AAAKJ
AAAKJ,68,TeamRocket,-68,AAAKJ
Kappa Sigma C Team,871,AlphaOne,-871,Kappa Sigma C Team
GoKinCobra,2424,TeamRocket,-2424,GoKinCobra
preflop all in,818,<^-^>,-818,preflop all in
Queens Club,-2094,Power JEM ,2094,Power JEM 
Icy,8172,TeamRocket,-8172,Icy
Diamond Dogs,-283,fleabitten,283,fleabitten
B),839,Army Leggy,-839,B)
Flush Boys,16,IeetChips,-16,Flush Boys
Third Mid,221,pls STOP we BROKE,-221,Third Mid
SWEET BUT SALTY,801,player1,-801,SWEET BUT SALTY
reference_lecture_2,8968,reference_checkcall,-8968,reference_lecture_2
Team Name,983,reference_random,-983,Team Name
BadBeatBot,216,Daniel Negreanu,-216,BadBeatBot
LadyMooseLizardPhi,255,pls STOP we BROKE,-255,LadyMooseLizardPhi
BluffBot,524,LadyMooseLizardPhi,-524,BluffBot
maybenot,-138,SWEET BUT SALTY,138,SWEET BUT SALTY
:),-558,AlphaOne,558,AlphaOne
pls STOP we BROKE,211,reference_lecture_2,-211,pls STOP we BROKE
TeamRocket,-86,PotHotBot,86,PotHotBot
Army Leggy,1236,AP,-1236,Army Leggy
Daniel Negreanu,474,ChocolateWarriors,-474,Daniel Negreanu
Team Name,343,Power JEM ,-343,Team Name
ChocolateWarriors,-870,pkr face,870,pkr face
Icy,-5807,reference_staff,5807,reference_staff
AP,-1092,B),1092,B)
kaonashi,-930,reference_staff,930,reference_staff
Jeff Lynne,-1554,21,1554,21
pkr face,-975,preflop all in,975,preflop all in
Daniel Negreanu,203,Team Name,-203,Daniel Negreanu
Icy,2282,maybenot,-2282,Icy
my bad,13450,Queens Club,-13450,my bad
reference_random,-14875,PokerBrots,14875,PokerBrots
Boners '22,359,AlphaOne,-359,Boners '22
fleabitten,17,B),-17,fleabitten
Heffalump Rangers,625,Blind Plays,-625,Heffalump Rangers
reference_lecture_1,-983,AlphaOne,983,AlphaOne
Boners '22,124,Blind Plays,-124,Boners '22
pkr face,-1120,B),1120,B)
Boners '22,665,reference_random,-665,Boners '22
Team Name,-78,¡WHAM!,78,¡WHAM!
reference_random,-1807,TeamRocket,1807,TeamRocket
Power JEM ,-735,Blind Plays,735,Blind Plays
YEE,180,Icy,-180,YEE
Daniel Negreanu,686,AP,-686,Daniel Negreanu
Boners '22,-83,fleabitten,83,fleabitten
LadyMooseLizardPhi,-854,AlphaFish,854,AlphaFish
IeetChips,-38,SWEET BUT SALTY,38,SWEET BUT SALTY
21,-288,:),288,:)
CC Star,-220,maybenot,220,maybenot
Bananarchist,-139,SWEET BUT SALTY,139,SWEET BUT SALTY
reference_lecture_2,-17,BluffBot,17,BluffBot
¡WHAM!,189,Army Leggy,-189,¡WHAM!
BluffBot,2,Blind Plays,-2,BluffBot
Power JEM ,-991,BadBeatBot,991,BadBeatBot
yeet,-3521,reference_staff,3521,reference_staff
GoKinCobra,-247,PotHotBot,247,PotHotBot
Boners '22,306,AlphaFish,-306,Boners '22
AlphaFish,-309,Jigglybluff,309,Jigglybluff
A.L.O.E.,58,Boners '22,-58,A.L.O.E.
TeamRocket,-73,Diamond Dogs,73,Diamond Dogs
BadBeatBot,37,Army Leggy,-37,BadBeatBot
reference_lecture_2,1401,testing,-1401,reference_lecture_2
maybenot,573,AAAKJ,-573,maybenot
LadyMooseLizardPhi,163,PokerBrots,-163,LadyMooseLizardPhi
AlphaOne,300,:),-300,AlphaOne
BadBeatBot,441,Icy,-441,BadBeatBot
fleabitten,55,Army Leggy,-55,fleabitten
kaonashi,-6771,my bad,6771,my bad
BluffBot,2,fleabitten,-2,BluffBot
Jeff Lynne,564,Queens Club,-564,Jeff Lynne
my bad,1078,Jeff Lynne,-1078,my bad
pls STOP we BROKE,701,Hurrikeynes,-701,pls STOP we BROKE
:),-164,AAAKJ,164,AAAKJ
AP,-1382,pkr face,1382,pkr face
Team Name,122,GoKinCobra,-122,Team Name
Flush Boys,-283,AlphaOne,283,AlphaOne
Third Mid,-459,:),459,:)
AlphaFish,1075,AP,-1075,AlphaFish
reference_random,-12890,my bad,12890,my bad
reference_lecture_2,2837,yeet,-2837,reference_lecture_2
testing,2338,Bananarchist,-2338,testing
Army Leggy,-1496,PokerBrots,1496,PokerBrots
Kappa Sigma C Team,4023,No One,-4023,Kappa Sigma C Team
:),147,kaonashi,-147,:)
Boners '22,903,player1,-903,Boners '22
reference_staff,-247,GoKinCobra,247,GoKinCobra
Team Name,-733,yeet,733,yeet
AlphaOne,-385,CC Star,385,CC Star
LadyMooseLizardPhi,153,testing,-153,LadyMooseLizardPhi
Heffalump Rangers,-392,PotHotBot,392,PotHotBot
21,-2678,PokerBrots,2678,PokerBrots
<^-^>,1302,Hurrikeynes,-1302,<^-^>
Jeff Lynne,1252,reference_random,-1252,Jeff Lynne
reference_lecture_2,2009,Queens Club,-2009,reference_lecture_2
Icy,856,ChocolateWarriors,-856,Icy
A.L.O.E.,-2326,testing,2326,testing
reference_lecture_2,-196,AAAKJ,196,AAAKJ
B),2200,reference_lecture_1,-2200,B)
AP,-1304,<^-^>,1304,<^-^>
Boners '22,-155,AlphaOne,155,AlphaOne
Flush Boys,-1292,21,1292,21
¡WHAM!,737,No One,-737,¡WHAM!
reference_checkcall,-811,Boners '22,811,Boners '22
Bananarchist,497,CC Star,-497,Bananarchist
Hurrikeynes,-694,:),694,:)
my bad,1851,reference_staff,-1851,my bad
Kappa Sigma C Team,682,Third Mid,-682,Kappa Sigma C Team
andrew's bots,4712,CC Star,-4712,andrew's bots
<^-^>,-134,Jigglybluff,134,Jigglybluff
BluffBot,-149,maybenot,149,maybenot
Power JEM ,-706,Jeff Lynne,706,Jeff Lynne
Hurrikeynes,2,player1,-2,Hurrikeynes
PotHotBot,151,A.L.O.E.,-151,PotHotBot
B),-117,Third Mid,117,Third Mid
Boners '22,603,Team Name,-603,Boners '22
CC Star,3899,yeet,-3899,CC Star
pkr face,-267,pls STOP we BROKE,267,pls STOP we BROKE
SWEET BUT SALTY,247,reference_lecture_2,-247,SWEET BUT SALTY
Diamond Dogs,-1778,B),1778,B)
reference_lecture_1,4970,reference_random,-4970,reference_lecture_1
Queens Club,-742,BluffBot,742,BluffBot
IeetChips,-1078,pkr face,1078,pkr face
Power JEM ,-204,YEE,204,YEE
SWEET BUT SALTY,20,fleabitten,-20,SWEET BUT SALTY
Kappa Sigma C Team,-253,pls STOP we BROKE,253,pls STOP we BROKE
reference_checkcall,738,player1,-738,reference_checkcall
kaonashi,393,Blind Plays,-393,kaonashi
pkr face,3641,TeamRocket,-3641,pkr face
AP,-1260,yeet,1260,yeet
kaonashi,285,AlphaFish,-285,kaonashi
Third Mid,877,player1,-877,Third Mid
YEE,366,Diamond Dogs,-366,YEE
A.L.O.E.,133,Diamond Dogs,-133,A.L.O.E.
CC Star,-16,reference_lecture_2,16,reference_lecture_2
IeetChips,-163,Flush Boys,163,Flush Boys
reference_random,-1313,Jeff Lynne,1313,Jeff Lynne
SWEET BUT SALTY,73,B),-73,SWEET BUT SALTY
LadyMooseLizardPhi,-3231,<^-^>,3231,<^-^>
pls STOP we BROKE,-458,AAAKJ,458,AAAKJ
reference_checkcall,-1023,Daniel Negreanu,1023,Daniel Negreanu
Boners '22,601,¡WHAM!,-601,Boners '22
player1,-2204,pkr face,2204,pkr face
reference_staff,4560,Power JEM ,-4560,reference_staff
Hurrikeynes,-413,BluffBot,413,BluffBot
Daniel Negreanu,-118,Bananarchist,118,Bananarchist
Army Leggy,892,YEE,-892,Army Leggy
Blind Plays,-4,Daniel Negreanu,4,Daniel Negreanu
TeamRocket,-21458,AlphaFish,21458,AlphaFish
my bad,5968,yeet,-5968,my bad
B),-4,Flush Boys,4,Flush Boys
Flush Boys,-1651,21,1651,21
No One,-21175,<^-^>,21175,<^-^>
B),-36,pls STOP we BROKE,36,pls STOP we BROKE
reference_lecture_2,-302,:),302,:)
BluffBot,-262,Jigglybluff,262,Jigglybluff
Hurrikeynes,-1038,my bad,1038,my bad
AlphaFish,-411,preflop all in,411,preflop all in
reference_staff,-117,SWEET BUT SALTY,117,SWEET BUT SALTY
Power JEM ,-5278,21,5278,21
PokerBrots,-1530,B),1530,B)
BluffBot,-2,Team Name,2,Team Name
fleabitten,190,Daniel Negreanu,-190,fleabitten
BluffBot,77,Icy,-77,BluffBot
YEE,129,BadBeatBot,-129,YEE
pls STOP we BROKE,-797,<^-^>,797,<^-^>
TeamRocket,76,maybenot,-76,TeamRocket
<^-^>,793,Heffalump Rangers,-793,<^-^>
BluffBot,46821,reference_lecture_1,-46821,BluffBot
Bananarchist,-1441,reference_staff,1441,reference_staff
player1,-1065,Boners '22,1065,Boners '22
kaonashi,344,Icy,-344,kaonashi
21,-124,¡WHAM!,124,¡WHAM!
Power JEM ,-418,AAAKJ,418,AAAKJ
reference_random,-1228,Jeff Lynne,1228,Jeff Lynne
reference_checkcall,-767,AAAKJ,767,AAAKJ
Icy,11300,reference_lecture_1,-11300,Icy
<^-^>,-97,IeetChips,97,IeetChips
Jigglybluff,686,AP,-686,Jigglybluff
pkr face,-125,SWEET BUT SALTY,125,SWEET BUT SALTY
<^-^>,3328,BluffBot,-3328,<^-^>
fleabitten,124,pkr face,-124,fleabitten
Flush Boys,994,player1,-994,Flush Boys
maybenot,321,Team Name,-321,maybenot
AAAKJ,558,No One,-558,AAAKJ
preflop all in,780,Flush Boys,-780,preflop all in
PotHotBot,72,Bananarchist,-72,PotHotBot
Daniel Negreanu,12,Blind Plays,-12,Daniel Negreanu
LadyMooseLizardPhi,415,Diamond Dogs,-415,LadyMooseLizardPhi
Kappa Sigma C Team,-752,Power JEM ,752,Power JEM 
reference_lecture_1,-7406,andrew's bots,7406,andrew's bots
Hurrikeynes,-1416,PokerBrots,1416,PokerBrots
reference_lecture_2,1452,ChocolateWarriors,-1452,reference_lecture_2
¡WHAM!,93,21,-93,¡WHAM!
A.L.O.E.,-11321,Power JEM ,11321,Power JEM 
:),217,Boners '22,-217,:)
PotHotBot,460,Jeff Lynne,-460,PotHotBot
Kappa Sigma C Team,-830,21,830,21
AlphaFish,259,Diamond Dogs,-259,AlphaFish
Kappa Sigma C Team,-957,preflop all in,957,preflop all in
reference_checkcall,-893,LadyMooseLizardPhi,893,LadyMooseLizardPhi
reference_lecture_1,-956,kaonashi,956,kaonashi
GoKinCobra,1789,Kappa Sigma C Team,-1789,GoKinCobra
my bad,2485,BadBeatBot,-2485,my bad
CC Star,3473,<^-^>,-3473,CC Star
Flush Boys,112,my bad,-112,Flush Boys
Kappa Sigma C Team,-2481,21,2481,21
reference_lecture_2,3989,21,-3989,reference_lecture_2
Jeff Lynne,-3416,my bad,3416,my bad
Army Leggy,-77,Jigglybluff,77,Jigglybluff
ChocolateWarriors,-207,BluffBot,207,BluffBot
reference_lecture_1,-10486,reference_lecture_2,10486,reference_lecture_2
kaonashi,-60,IeetChips,60,IeetChips
