team_a_name,team_a_score,team_b_name,team_b_score,winner
Queens Club,-1660,reference_lecture_2,1660,reference_lecture_2
AAAKJ,933,reference_lecture_1,-933,AAAKJ
reference_staff,-506,Jigglybluff,506,Jigglybluff
Third Mid,-148,maybenot,148,maybenot
yeet,-469,fleabitten,469,fleabitten
BadBeatBot,490,AP,-490,BadBeatBot
AlphaFish,-230,PotHotBot,230,PotHotBot
Daniel Negreanu,-31,Bananarchist,31,Bananarchist
:),753,preflop all in,-753,:)
Bananarchist,-591,AAAKJ,591,AAAKJ
reference_checkcall,-508,BadBeatBot,508,BadBeatBot
BluffBot,-739,reference_plus,739,reference_plus
Kappa Sigma C Team,-16638,testing,16638,testing
maybenot,272,reference_plus,-272,maybenot
kaonashi,-402,Boners '22,402,Boners '22
Kappa Sigma C Team,-446,AlphaOne,446,AlphaOne
Hurrikeynes,-1397,reference_lecture_2,1397,reference_lecture_2
my bad,-15,maybenot,15,maybenot
Kappa Sigma C Team,-19851,pkr face,19851,pkr face
CC Star,6261,Blind Plays,-6261,CC Star
YEE,205,Flush Boys,-205,YEE
YEE,177,21,-177,YEE
Hurrikeynes,-1360,Icy,1360,Icy
Hurrikeynes,-1356,andrew's bots,1356,andrew's bots
pkr face,-120,Boners '22,120,Boners '22
PotHotBot,-218,maybenot,218,maybenot
21,56,Daniel Negreanu,-56,21
preflop all in,462,Hurrikeynes,-462,preflop all in
yeet,-453,No One,453,No One
Third Mid,286,pkr face,-286,Third Mid
preflop all in,479,Team Name,-479,preflop all in
testing,1242,TeamRocket,-1242,testing
Third Mid,5976,No One,-5976,Third Mid
Third Mid,88,Jigglybluff,-88,Third Mid
AlphaOne,176,Kappa Sigma C Team,-176,AlphaOne
Third Mid,-499,AlphaOne,499,AlphaOne
Hurrikeynes,9,AP,-9,Hurrikeynes
Power JEM ,-4179,Icy,4179,Icy
yeet,-252,maybenot,252,maybenot
Jeff Lynne,186,andrew's bots,-186,Jeff Lynne
player1,-3392,reference_lecture_2,3392,reference_lecture_2
21,149,Diamond Dogs,-149,21
¡WHAM!,475,AP,-475,¡WHAM!
preflop all in,459,TeamRocket,-459,preflop all in
Third Mid,-854,GoKinCobra,854,GoKinCobra
reference_staff,2232,ChocolateWarriors,-2232,reference_staff
yeet,-308,21,308,21
Team Name,-304,Army Leggy,304,Army Leggy
pkr face,-217,kaonashi,217,kaonashi
Icy,-418,Third Mid,418,Third Mid
testing,1310,AP,-1310,testing
kaonashi,174,Power JEM ,-174,kaonashi
Kappa Sigma C Team,-254,kaonashi,254,kaonashi
Queens Club,379,Team Name,-379,Queens Club
reference_random,-24565,reference_lecture_1,24565,reference_lecture_1
Bananarchist,-859,reference_staff,859,reference_staff
Power JEM ,-420,No One,420,No One
Jeff Lynne,198,AAAKJ,-198,Jeff Lynne
Diamond Dogs,-471,21,471,21
AAAKJ,-355,Diamond Dogs,355,Diamond Dogs
PotHotBot,403,fleabitten,-403,PotHotBot
Blind Plays,-8,YEE,8,YEE
Jeff Lynne,907,reference_random,-907,Jeff Lynne
LadyMooseLizardPhi,333,pls STOP we BROKE,-333,LadyMooseLizardPhi
maybenot,3,IeetChips,-3,maybenot
Kappa Sigma C Team,-240,21,240,21
maybenot,92,YEE,-92,maybenot
reference_plus,11,Blind Plays,-11,reference_plus
Bananarchist,-999,PokerBrots,999,PokerBrots
Bananarchist,-57,A.L.O.E.,57,A.L.O.E.
:),352,pls STOP we BROKE,-352,:)
maybenot,1032,reference_lecture_1,-1032,maybenot
maybenot,128,Army Leggy,-128,maybenot
reference_lecture_2,1644,ChocolateWarriors,-1644,reference_lecture_2
B),2376,YEE,-2376,B)
pls STOP we BROKE,-279,Queens Club,279,Queens Club
Diamond Dogs,-380,reference_plus,380,reference_plus
Third Mid,2,IeetChips,-2,Third Mid
reference_random,-534,YEE,534,YEE
Kappa Sigma C Team,-334,fleabitten,334,fleabitten
andrew's bots,593,testing,-593,andrew's bots
YEE,-152,andrew's bots,152,andrew's bots
TeamRocket,949,reference_random,-949,TeamRocket
Diamond Dogs,409,Daniel Negreanu,-409,Diamond Dogs
reference_checkcall,-9669,Kappa Sigma C Team,9669,Kappa Sigma C Team
Power JEM ,-385,GoKinCobra,385,GoKinCobra
No One,-9369,preflop all in,9369,preflop all in
¡WHAM!,1156,player1,-1156,¡WHAM!
reference_random,-33221,BluffBot,33221,BluffBot
andrew's bots,-156,Bananarchist,156,Bananarchist
yeet,-6346,Icy,6346,Icy
GoKinCobra,1467,reference_random,-1467,GoKinCobra
Bananarchist,-582,pls STOP we BROKE,582,pls STOP we BROKE
LadyMooseLizardPhi,-176,Flush Boys,176,Flush Boys
kaonashi,-1290,Army Leggy,1290,Army Leggy
B),1755,Bananarchist,-1755,B)
YEE,395,21,-395,YEE
my bad,1649,LadyMooseLizardPhi,-1649,my bad
Queens Club,-604,Flush Boys,604,Flush Boys
reference_random,-883,reference_plus,883,reference_plus
my bad,769,SWEET BUT SALTY,-769,my bad
reference_random,791,AP,-791,reference_random
Jigglybluff,4,IeetChips,-4,Jigglybluff
BadBeatBot,537,Hurrikeynes,-537,BadBeatBot
<^-^>,2629,kaonashi,-2629,<^-^>
testing,12444,Boners '22,-12444,testing
Bananarchist,157,Jeff Lynne,-157,Bananarchist
No One,-54354,<^-^>,54354,<^-^>
Team Name,498,Diamond Dogs,-498,Team Name
:),-3917,Icy,3917,Icy
Third Mid,2,Blind Plays,-2,Third Mid
TeamRocket,-458,preflop all in,458,preflop all in
my bad,1941,reference_checkcall,-1941,my bad
my bad,-317,maybenot,317,maybenot
LadyMooseLizardPhi,1062,player1,-1062,LadyMooseLizardPhi
SWEET BUT SALTY,898,BluffBot,-898,SWEET BUT SALTY
A.L.O.E.,-176,CC Star,176,CC Star
AP,-91,:),91,:)
B),3040,Queens Club,-3040,B)
Heffalump Rangers,5040,No One,-5040,Heffalump Rangers
CC Star,23122,reference_random,-23122,CC Star
Boners '22,-274,preflop all in,274,preflop all in
reference_random,-21580,CC Star,21580,CC Star
testing,1408,reference_plus,-1408,testing
SWEET BUT SALTY,435,ChocolateWarriors,-435,SWEET BUT SALTY
pkr face,1594,Queens Club,-1594,pkr face
reference_lecture_1,-42,¡WHAM!,42,¡WHAM!
A.L.O.E.,-673,AAAKJ,673,AAAKJ
AP,-1301,Army Leggy,1301,Army Leggy
Jigglybluff,767,player1,-767,Jigglybluff
Daniel Negreanu,-2244,Army Leggy,2244,Army Leggy
reference_lecture_2,-138,Bananarchist,138,Bananarchist
Queens Club,-964,AlphaOne,964,AlphaOne
maybenot,-3,LadyMooseLizardPhi,3,LadyMooseLizardPhi
Third Mid,-1391,Queens Club,1391,Queens Club
BluffBot,-5452,reference_staff,5452,reference_staff
reference_lecture_2,1292,yeet,-1292,reference_lecture_2
Diamond Dogs,278,Icy,-278,Diamond Dogs
CC Star,-224,Third Mid,224,Third Mid
pkr face,-3279,my bad,3279,my bad
Bananarchist,741,Hurrikeynes,-741,Bananarchist
LadyMooseLizardPhi,9,Blind Plays,-9,LadyMooseLizardPhi
AlphaOne,214,YEE,-214,AlphaOne
reference_staff,1907,BadBeatBot,-1907,reference_staff
BluffBot,-2334,PokerBrots,2334,PokerBrots
Army Leggy,9847,reference_lecture_1,-9847,Army Leggy
Kappa Sigma C Team,-188,Flush Boys,188,Flush Boys
Third Mid,287,Power JEM ,-287,Third Mid
reference_checkcall,-1797,Team Name,1797,Team Name
testing,939,LadyMooseLizardPhi,-939,testing
BadBeatBot,393,reference_checkcall,-393,BadBeatBot
<^-^>,840,IeetChips,-840,<^-^>
fleabitten,66,Third Mid,-66,fleabitten
Third Mid,221,BadBeatBot,-221,Third Mid
player1,-700,Flush Boys,700,Flush Boys
:),252,yeet,-252,:)
Heffalump Rangers,-207,fleabitten,207,fleabitten
LadyMooseLizardPhi,199,:),-199,LadyMooseLizardPhi
Team Name,225,:),-225,Team Name
Heffalump Rangers,-407,Jigglybluff,407,Jigglybluff
ChocolateWarriors,-969,Icy,969,Icy
PotHotBot,444,Heffalump Rangers,-444,PotHotBot
GoKinCobra,-22,Jeff Lynne,22,Jeff Lynne
Heffalump Rangers,-353,:),353,:)
Daniel Negreanu,-1877,andrew's bots,1877,andrew's bots
AP,-1257,yeet,1257,yeet
Heffalump Rangers,-8506,BluffBot,8506,BluffBot
Third Mid,-96,fleabitten,96,fleabitten
AlphaFish,132,YEE,-132,AlphaFish
IeetChips,33,reference_lecture_1,-33,IeetChips
A.L.O.E.,-13,yeet,13,yeet
reference_staff,-1212,pkr face,1212,pkr face
Heffalump Rangers,-280,fleabitten,280,fleabitten
reference_lecture_1,-825,:),825,:)
YEE,160,TeamRocket,-160,YEE
kaonashi,275,TeamRocket,-275,kaonashi
pls STOP we BROKE,129,Army Leggy,-129,pls STOP we BROKE
Heffalump Rangers,633,BluffBot,-633,Heffalump Rangers
Jigglybluff,1086,reference_checkcall,-1086,Jigglybluff
¡WHAM!,22,CC Star,-22,¡WHAM!
¡WHAM!,353,Icy,-353,¡WHAM!
Kappa Sigma C Team,-506,SWEET BUT SALTY,506,SWEET BUT SALTY
TeamRocket,419,ChocolateWarriors,-419,TeamRocket
AlphaOne,379,BluffBot,-379,AlphaOne
preflop all in,-678,Boners '22,678,Boners '22
AlphaOne,166,yeet,-166,AlphaOne
my bad,11646,reference_random,-11646,my bad
A.L.O.E.,-1147,preflop all in,1147,preflop all in
IeetChips,-1248,yeet,1248,yeet
Power JEM ,2744,BadBeatBot,-2744,Power JEM 
reference_plus,10,Blind Plays,-10,reference_plus
yeet,-225,Jeff Lynne,225,Jeff Lynne
GoKinCobra,699,Heffalump Rangers,-699,GoKinCobra
:),-581,preflop all in,581,preflop all in
PokerBrots,-210,maybenot,210,maybenot
Flush Boys,-316,reference_lecture_2,316,reference_lecture_2
Third Mid,995,reference_lecture_1,-995,Third Mid
reference_random,-1211,pls STOP we BROKE,1211,pls STOP we BROKE
AP,-144,ChocolateWarriors,144,ChocolateWarriors
Queens Club,-1175,SWEET BUT SALTY,1175,SWEET BUT SALTY
pkr face,-75,maybenot,75,maybenot
Diamond Dogs,712,A.L.O.E.,-712,Diamond Dogs
B),-1535,fleabitten,1535,fleabitten
reference_lecture_2,11778,:),-11778,reference_lecture_2
maybenot,38,21,-38,maybenot
No One,-5366,Flush Boys,5366,Flush Boys
Daniel Negreanu,-1711,Army Leggy,1711,Army Leggy
Flush Boys,-2308,BluffBot,2308,BluffBot
pls STOP we BROKE,701,AP,-701,pls STOP we BROKE
Queens Club,9703,reference_random,-9703,Queens Club
TeamRocket,20,ChocolateWarriors,-20,TeamRocket
Bananarchist,-88,BluffBot,88,BluffBot
player1,-1106,¡WHAM!,1106,¡WHAM!
testing,-167,CC Star,167,CC Star
SWEET BUT SALTY,686,Hurrikeynes,-686,SWEET BUT SALTY
AlphaFish,627,AP,-627,AlphaFish
LadyMooseLizardPhi,184,:),-184,LadyMooseLizardPhi
andrew's bots,1314,AP,-1314,andrew's bots
testing,45102,No One,-45102,testing
AlphaOne,395,Kappa Sigma C Team,-395,AlphaOne
GoKinCobra,-118,PotHotBot,118,PotHotBot
AAAKJ,-263,Jigglybluff,263,Jigglybluff
Bananarchist,726,ChocolateWarriors,-726,Bananarchist
reference_checkcall,-7610,Icy,7610,Icy
B),-2839,TeamRocket,2839,TeamRocket
Blind Plays,-1613,Power JEM ,1613,Power JEM 
GoKinCobra,406,BadBeatBot,-406,GoKinCobra
No One,-6336,kaonashi,6336,kaonashi
Hurrikeynes,-657,reference_plus,657,reference_plus
Jeff Lynne,4587,reference_checkcall,-4587,Jeff Lynne
ChocolateWarriors,-960,kaonashi,960,kaonashi
Team Name,1210,Heffalump Rangers,-1210,Team Name
andrew's bots,-477,testing,477,testing
reference_lecture_2,1620,Power JEM ,-1620,reference_lecture_2
andrew's bots,-262,testing,262,testing
Team Name,-2620,reference_staff,2620,reference_staff
Jigglybluff,358,my bad,-358,Jigglybluff
Jigglybluff,69,Flush Boys,-69,Jigglybluff
GoKinCobra,-2934,Team Name,2934,Team Name
¡WHAM!,479,Diamond Dogs,-479,¡WHAM!
Kappa Sigma C Team,-11727,pkr face,11727,pkr face
Third Mid,-299,PotHotBot,299,PotHotBot
reference_lecture_1,-736,Heffalump Rangers,736,Heffalump Rangers
AAAKJ,617,¡WHAM!,-617,AAAKJ
reference_plus,-213,LadyMooseLizardPhi,213,LadyMooseLizardPhi
¡WHAM!,361,<^-^>,-361,¡WHAM!
Third Mid,1234,reference_random,-1234,Third Mid
Flush Boys,-1227,Power JEM ,1227,Power JEM 
PokerBrots,-311,AAAKJ,311,AAAKJ
A.L.O.E.,-590,maybenot,590,maybenot
ChocolateWarriors,-826,CC Star,826,CC Star
andrew's bots,-88,21,88,21
<^-^>,-1459,testing,1459,testing
Army Leggy,534,testing,-534,Army Leggy
reference_staff,1413,A.L.O.E.,-1413,reference_staff
Jeff Lynne,-66,AlphaOne,66,AlphaOne
AP,-750,21,750,21
21,-300,Jigglybluff,300,Jigglybluff
Icy,1776,PokerBrots,-1776,Icy
LadyMooseLizardPhi,-1098,PokerBrots,1098,PokerBrots
testing,992,IeetChips,-992,testing
Blind Plays,-399,Icy,399,Icy
Army Leggy,-80,AAAKJ,80,AAAKJ
reference_plus,-1507,PokerBrots,1507,PokerBrots
LadyMooseLizardPhi,222,yeet,-222,LadyMooseLizardPhi
Jigglybluff,197,YEE,-197,Jigglybluff
AP,-695,Jigglybluff,695,Jigglybluff
ChocolateWarriors,-430,A.L.O.E.,430,A.L.O.E.
Flush Boys,-118,fleabitten,118,fleabitten
reference_lecture_2,2194,Team Name,-2194,reference_lecture_2
reference_random,-1250,Diamond Dogs,1250,Diamond Dogs
No One,-6209,BadBeatBot,6209,BadBeatBot
Kappa Sigma C Team,-423,AAAKJ,423,AAAKJ
Heffalump Rangers,-379,Bananarchist,379,Bananarchist
BadBeatBot,-223,21,223,21
LadyMooseLizardPhi,759,A.L.O.E.,-759,LadyMooseLizardPhi
pkr face,-700,<^-^>,700,<^-^>
Icy,1976,PokerBrots,-1976,Icy
Blind Plays,-8,fleabitten,8,fleabitten
Jigglybluff,396,Heffalump Rangers,-396,Jigglybluff
:),-2211,B),2211,B)
No One,1706,reference_checkcall,-1706,No One
A.L.O.E.,-430,Heffalump Rangers,430,Heffalump Rangers
LadyMooseLizardPhi,-527,¡WHAM!,527,¡WHAM!
reference_random,-799,reference_plus,799,reference_plus
PotHotBot,-356,kaonashi,356,kaonashi
Blind Plays,-1676,my bad,1676,my bad
BluffBot,4423,player1,-4423,BluffBot
BluffBot,868,AP,-868,BluffBot
Kappa Sigma C Team,33220,Blind Plays,-33220,Kappa Sigma C Team
B),-2303,Army Leggy,2303,Army Leggy
Jeff Lynne,28,GoKinCobra,-28,Jeff Lynne
:),-208,pls STOP we BROKE,208,pls STOP we BROKE
Diamond Dogs,-2066,reference_lecture_2,2066,reference_lecture_2
Queens Club,-1316,AlphaOne,1316,AlphaOne
maybenot,226,Third Mid,-226,maybenot
Power JEM ,1187,Army Leggy,-1187,Power JEM 
LadyMooseLizardPhi,23,Icy,-23,LadyMooseLizardPhi
:),-35,¡WHAM!,35,¡WHAM!
Army Leggy,43808,No One,-43808,Army Leggy
21,771,player1,-771,21
pls STOP we BROKE,233,PokerBrots,-233,pls STOP we BROKE
Boners '22,-57,reference_plus,57,reference_plus
Diamond Dogs,160,Kappa Sigma C Team,-160,Diamond Dogs
AlphaOne,1023,reference_random,-1023,AlphaOne
Bananarchist,-603,reference_lecture_2,603,reference_lecture_2
Third Mid,-101,Bananarchist,101,Bananarchist
reference_checkcall,-3204,CC Star,3204,CC Star
kaonashi,-547,21,547,21
Flush Boys,704,my bad,-704,Flush Boys
Jigglybluff,442,Heffalump Rangers,-442,Jigglybluff
pkr face,417,IeetChips,-417,pkr face
Diamond Dogs,281,yeet,-281,Diamond Dogs
Jeff Lynne,71,Flush Boys,-71,Jeff Lynne
Icy,-433,pkr face,433,pkr face
IeetChips,-5,AAAKJ,5,AAAKJ
ChocolateWarriors,-601,Third Mid,601,Third Mid
PokerBrots,-1289,testing,1289,testing
SWEET BUT SALTY,5267,No One,-5267,SWEET BUT SALTY
Icy,979,Team Name,-979,Icy
reference_random,-14573,Team Name,14573,Team Name
kaonashi,572,reference_plus,-572,kaonashi
reference_lecture_2,18355,Kappa Sigma C Team,-18355,reference_lecture_2
Jeff Lynne,-39,SWEET BUT SALTY,39,SWEET BUT SALTY
my bad,446,Diamond Dogs,-446,my bad
Queens Club,1128,pls STOP we BROKE,-1128,Queens Club
ChocolateWarriors,-727,CC Star,727,CC Star
Diamond Dogs,834,A.L.O.E.,-834,Diamond Dogs
Third Mid,8,testing,-8,Third Mid
SWEET BUT SALTY,279,pls STOP we BROKE,-279,SWEET BUT SALTY
maybenot,340,¡WHAM!,-340,maybenot
Power JEM ,-174,21,174,21
AlphaFish,436,Kappa Sigma C Team,-436,AlphaFish
TeamRocket,-268,kaonashi,268,kaonashi
YEE,253,reference_lecture_2,-253,YEE
Heffalump Rangers,619,ChocolateWarriors,-619,Heffalump Rangers
Icy,17093,Kappa Sigma C Team,-17093,Icy
BluffBot,-5586,CC Star,5586,CC Star
yeet,-2165,andrew's bots,2165,andrew's bots
Hurrikeynes,-645,Heffalump Rangers,645,Heffalump Rangers
TeamRocket,-2956,CC Star,2956,CC Star
¡WHAM!,406,Heffalump Rangers,-406,¡WHAM!
fleabitten,26,GoKinCobra,-26,fleabitten
Diamond Dogs,105,Boners '22,-105,Diamond Dogs
YEE,692,AP,-692,YEE
CC Star,3408,Blind Plays,-3408,CC Star
testing,-187,Boners '22,187,Boners '22
yeet,-812,No One,812,No One
Flush Boys,108,YEE,-108,Flush Boys
21,753,AP,-753,21
Bananarchist,335,yeet,-335,Bananarchist
No One,665,yeet,-665,No One
GoKinCobra,972,Hurrikeynes,-972,GoKinCobra
testing,58229,No One,-58229,testing
pkr face,990,Army Leggy,-990,pkr face
IeetChips,-3,Jigglybluff,3,Jigglybluff
PotHotBot,5074,No One,-5074,PotHotBot
Boners '22,-2286,B),2286,B)
AlphaFish,645,ChocolateWarriors,-645,AlphaFish
<^-^>,-1958,reference_staff,1958,reference_staff
my bad,600,BadBeatBot,-600,my bad
AlphaFish,-408,SWEET BUT SALTY,408,SWEET BUT SALTY
reference_checkcall,-981,pls STOP we BROKE,981,pls STOP we BROKE
reference_staff,1296,Diamond Dogs,-1296,reference_staff
¡WHAM!,0,21,0,21
Kappa Sigma C Team,-15320,pkr face,15320,pkr face
reference_lecture_2,5198,BluffBot,-5198,reference_lecture_2
:),1165,ChocolateWarriors,-1165,:)
player1,-788,AlphaFish,788,AlphaFish
ChocolateWarriors,-460,YEE,460,YEE
maybenot,74,Army Leggy,-74,maybenot
¡WHAM!,289,21,-289,¡WHAM!
Third Mid,-448,Jigglybluff,448,Jigglybluff
reference_random,-19026,PokerBrots,19026,PokerBrots
reference_lecture_1,-2862,Queens Club,2862,Queens Club
BluffBot,-669,:),669,:)
pkr face,-90,Jeff Lynne,90,Jeff Lynne
pkr face,1436,LadyMooseLizardPhi,-1436,pkr face
Icy,896,Flush Boys,-896,Icy
Jigglybluff,186,<^-^>,-186,Jigglybluff
AlphaOne,265,Jigglybluff,-265,AlphaOne
my bad,1380,GoKinCobra,-1380,my bad
Queens Club,-1284,<^-^>,1284,<^-^>
A.L.O.E.,24,Blind Plays,-24,A.L.O.E.
Blind Plays,-3,maybenot,3,maybenot
reference_plus,802,Queens Club,-802,reference_plus
LadyMooseLizardPhi,737,my bad,-737,LadyMooseLizardPhi
reference_plus,1494,B),-1494,reference_plus
Power JEM ,-13361,yeet,13361,yeet
reference_plus,790,ChocolateWarriors,-790,reference_plus
reference_lecture_1,-847,maybenot,847,maybenot
reference_random,-24460,Power JEM ,24460,Power JEM 
Bananarchist,4,IeetChips,-4,Bananarchist
yeet,-3698,testing,3698,testing
ChocolateWarriors,-668,AlphaOne,668,AlphaOne
Army Leggy,749,Third Mid,-749,Army Leggy
ChocolateWarriors,-1534,reference_lecture_2,1534,reference_lecture_2
fleabitten,78,andrew's bots,-78,fleabitten
No One,-38516,andrew's bots,38516,andrew's bots
pls STOP we BROKE,49,PokerBrots,-49,pls STOP we BROKE
IeetChips,-4,YEE,4,YEE
PotHotBot,940,reference_random,-940,PotHotBot
¡WHAM!,57,Jeff Lynne,-57,¡WHAM!
SWEET BUT SALTY,3,IeetChips,-3,SWEET BUT SALTY
IeetChips,0,¡WHAM!,0,IeetChips
reference_random,-741,SWEET BUT SALTY,741,SWEET BUT SALTY
GoKinCobra,-27932,CC Star,27932,CC Star
Team Name,17476,reference_random,-17476,Team Name
Power JEM ,-124,:),124,:)
ChocolateWarriors,332,Hurrikeynes,-332,ChocolateWarriors
Team Name,-695,Jigglybluff,695,Jigglybluff
reference_staff,90,BadBeatBot,-90,reference_staff
Diamond Dogs,5117,No One,-5117,Diamond Dogs
Kappa Sigma C Team,23949,BluffBot,-23949,Kappa Sigma C Team
21,272,Power JEM ,-272,21
CC Star,-131,PotHotBot,131,PotHotBot
Team Name,1749,:),-1749,Team Name
BluffBot,-76,player1,76,player1
GoKinCobra,536,Team Name,-536,GoKinCobra
Icy,-291,Boners '22,291,Boners '22
Kappa Sigma C Team,-12815,pkr face,12815,pkr face
Boners '22,-138,21,138,21
B),-1347,AlphaOne,1347,AlphaOne
reference_checkcall,-8861,<^-^>,8861,<^-^>
BadBeatBot,590,Hurrikeynes,-590,BadBeatBot
Jigglybluff,36,Jeff Lynne,-36,Jigglybluff
AP,-1221,Icy,1221,Icy
fleabitten,85,Third Mid,-85,fleabitten
PotHotBot,499,Kappa Sigma C Team,-499,PotHotBot
reference_plus,-369,AAAKJ,369,AAAKJ
Boners '22,-585,GoKinCobra,585,GoKinCobra
Jeff Lynne,598,Heffalump Rangers,-598,Jeff Lynne
kaonashi,953,reference_checkcall,-953,kaonashi
reference_lecture_1,-816,YEE,816,YEE
Third Mid,888,Hurrikeynes,-888,Third Mid
PokerBrots,-333,AlphaOne,333,AlphaOne
AAAKJ,-364,YEE,364,YEE
Boners '22,351,kaonashi,-351,Boners '22
yeet,-2166,andrew's bots,2166,andrew's bots
player1,-3260,reference_lecture_2,3260,reference_lecture_2
LadyMooseLizardPhi,-2683,B),2683,B)
YEE,686,ChocolateWarriors,-686,YEE
ChocolateWarriors,-483,A.L.O.E.,483,A.L.O.E.
PokerBrots,-207,Jigglybluff,207,Jigglybluff
YEE,774,my bad,-774,YEE
SWEET BUT SALTY,673,AP,-673,SWEET BUT SALTY
Queens Club,-1357,AlphaOne,1357,AlphaOne
kaonashi,329,Heffalump Rangers,-329,kaonashi
AAAKJ,782,BluffBot,-782,AAAKJ
Army Leggy,-271,AAAKJ,271,AAAKJ
Queens Club,-881,reference_plus,881,reference_plus
GoKinCobra,237,Army Leggy,-237,GoKinCobra
No One,-55081,pkr face,55081,pkr face
TeamRocket,5,BadBeatBot,-5,TeamRocket
Blind Plays,-6,:),6,:)
21,702,¡WHAM!,-702,21
:),238,yeet,-238,:)
reference_lecture_2,9052,reference_lecture_1,-9052,reference_lecture_2
Boners '22,-61,pls STOP we BROKE,61,pls STOP we BROKE
Boners '22,443,ChocolateWarriors,-443,Boners '22
LadyMooseLizardPhi,325,<^-^>,-325,LadyMooseLizardPhi
Diamond Dogs,-528,AlphaFish,528,AlphaFish
my bad,-111,Jigglybluff,111,Jigglybluff
BluffBot,-653,Heffalump Rangers,653,Heffalump Rangers
AlphaOne,7,IeetChips,-7,AlphaOne
AAAKJ,193,Third Mid,-193,AAAKJ
A.L.O.E.,157,Heffalump Rangers,-157,A.L.O.E.
PokerBrots,500,Icy,-500,PokerBrots
No One,-4169,Diamond Dogs,4169,Diamond Dogs
reference_checkcall,-10173,reference_staff,10173,reference_staff
kaonashi,50,pkr face,-50,kaonashi
Icy,2896,21,-2896,Icy
fleabitten,788,reference_checkcall,-788,fleabitten
:),-82,Third Mid,82,Third Mid
reference_staff,1098,ChocolateWarriors,-1098,reference_staff
Flush Boys,-530,andrew's bots,530,andrew's bots
Team Name,4250,Kappa Sigma C Team,-4250,Team Name
reference_staff,-236,maybenot,236,maybenot
Power JEM ,8788,maybenot,-8788,Power JEM 
AlphaOne,-256,maybenot,256,maybenot
Diamond Dogs,795,BluffBot,-795,Diamond Dogs
Army Leggy,-193,¡WHAM!,193,¡WHAM!
IeetChips,377,my bad,-377,IeetChips
BluffBot,-4062,<^-^>,4062,<^-^>
Power JEM ,-27672,yeet,27672,yeet
¡WHAM!,484,Hurrikeynes,-484,¡WHAM!
No One,-7631,B),7631,B)
player1,-658,reference_plus,658,reference_plus
B),-1125,GoKinCobra,1125,GoKinCobra
reference_plus,623,reference_random,-623,reference_plus
BluffBot,-707,:),707,:)
¡WHAM!,-107,LadyMooseLizardPhi,107,LadyMooseLizardPhi
Jigglybluff,248,21,-248,Jigglybluff
pls STOP we BROKE,61,reference_lecture_2,-61,pls STOP we BROKE
:),1067,ChocolateWarriors,-1067,:)
Daniel Negreanu,177,Icy,-177,Daniel Negreanu
AlphaOne,-361,TeamRocket,361,TeamRocket
reference_lecture_2,1191,player1,-1191,reference_lecture_2
¡WHAM!,-322,TeamRocket,322,TeamRocket
Diamond Dogs,-392,SWEET BUT SALTY,392,SWEET BUT SALTY
IeetChips,-847,reference_staff,847,reference_staff
Kappa Sigma C Team,12204,Heffalump Rangers,-12204,Kappa Sigma C Team
Diamond Dogs,-2096,my bad,2096,my bad
Third Mid,391,Heffalump Rangers,-391,Third Mid
IeetChips,-7,kaonashi,7,kaonashi
yeet,-4939,PokerBrots,4939,PokerBrots
testing,-1605,andrew's bots,1605,andrew's bots
Queens Club,-692,Jeff Lynne,692,Jeff Lynne
maybenot,909,reference_lecture_1,-909,maybenot
GoKinCobra,605,testing,-605,GoKinCobra
ChocolateWarriors,646,Queens Club,-646,ChocolateWarriors
my bad,-632,Jeff Lynne,632,Jeff Lynne
Bananarchist,115,:),-115,Bananarchist
Queens Club,-952,Jigglybluff,952,Jigglybluff
B),-6849,andrew's bots,6849,andrew's bots
LadyMooseLizardPhi,-105,fleabitten,105,fleabitten
Boners '22,244,Flush Boys,-244,Boners '22
AlphaOne,-142,CC Star,142,CC Star
SWEET BUT SALTY,-190,YEE,190,YEE
reference_lecture_1,-608,yeet,608,yeet
reference_lecture_1,-9072,<^-^>,9072,<^-^>
21,536,AlphaFish,-536,21
Bananarchist,754,Hurrikeynes,-754,Bananarchist
pls STOP we BROKE,239,Team Name,-239,pls STOP we BROKE
Icy,276,B),-276,Icy
pls STOP we BROKE,-170,kaonashi,170,kaonashi
Flush Boys,100,:),-100,Flush Boys
LadyMooseLizardPhi,-208,SWEET BUT SALTY,208,SWEET BUT SALTY
reference_staff,-172,YEE,172,YEE
A.L.O.E.,-942,pls STOP we BROKE,942,pls STOP we BROKE
TeamRocket,-41,SWEET BUT SALTY,41,SWEET BUT SALTY
BluffBot,-934,AAAKJ,934,AAAKJ
Team Name,1921,Daniel Negreanu,-1921,Team Name
SWEET BUT SALTY,435,pls STOP we BROKE,-435,SWEET BUT SALTY
Blind Plays,-6210,Queens Club,6210,Queens Club
Hurrikeynes,-552,maybenot,552,maybenot
AlphaFish,127,testing,-127,AlphaFish
Boners '22,-245,PotHotBot,245,PotHotBot
yeet,-347,AAAKJ,347,AAAKJ
Jigglybluff,145,PokerBrots,-145,Jigglybluff
LadyMooseLizardPhi,51,ChocolateWarriors,-51,LadyMooseLizardPhi
kaonashi,15,Bananarchist,-15,kaonashi
Icy,9644,:),-9644,Icy
LadyMooseLizardPhi,954,BluffBot,-954,LadyMooseLizardPhi
CC Star,-3156,Icy,3156,Icy
fleabitten,-134,AlphaFish,134,AlphaFish
Power JEM ,15986,reference_checkcall,-15986,Power JEM 
