team_a_name,team_a_score,team_b_name,team_b_score,winner
player1,364,reference_lecture_1,-364,player1
CC Star,-197,PotHotBot,197,PotHotBot
Jigglybluff,422,PokerBrots,-422,Jigglybluff
Power JEM ,-1667,PokerBrots,1667,PokerBrots
Boners '22,-69,reference_plus,69,reference_plus
21,-3590,<^-^>,3590,<^-^>
21,102,Power JEM ,-102,21
IeetChips,-6,fleabitten,6,fleabitten
Power JEM ,-182,AAAKJ,182,AAAKJ
¡WHAM!,315,pkr face,-315,¡WHAM!
PotHotBot,142,PokerBrots,-142,PotHotBot
CC Star,-182,Boners '22,182,Boners '22
fleabitten,229,Diamond Dogs,-229,fleabitten
IeetChips,-3,Jeff Lynne,3,Jeff Lynne
Power JEM ,-117,fleabitten,117,fleabitten
reference_lecture_1,-1612,No One,1612,No One
PokerBrots,-133,Jigglybluff,133,Jigglybluff
AAAKJ,505,¡WHAM!,-505,AAAKJ
PokerBrots,2651,BluffBot,-2651,PokerBrots
Power JEM ,-3593,<^-^>,3593,<^-^>
yeet,-281,Jigglybluff,281,Jigglybluff
LadyMooseLizardPhi,15,Blind Plays,-15,LadyMooseLizardPhi
preflop all in,-1003,Jeff Lynne,1003,Jeff Lynne
AP,-672,SWEET BUT SALTY,672,SWEET BUT SALTY
Daniel Negreanu,-240,LadyMooseLizardPhi,240,LadyMooseLizardPhi
reference_plus,-594,fleabitten,594,fleabitten
BluffBot,-621,21,621,21
Jigglybluff,2027,B),-2027,Jigglybluff
Flush Boys,-142,kaonashi,142,kaonashi
¡WHAM!,-573,:),573,:)
reference_lecture_1,8926,reference_random,-8926,reference_lecture_1
CC Star,-249,AAAKJ,249,AAAKJ
¡WHAM!,444,Icy,-444,¡WHAM!
Diamond Dogs,278,reference_staff,-278,Diamond Dogs
Flush Boys,107,PokerBrots,-107,Flush Boys
21,271,Power JEM ,-271,21
Daniel Negreanu,770,BluffBot,-770,Daniel Negreanu
Blind Plays,-1561,Icy,1561,Icy
SWEET BUT SALTY,655,reference_lecture_1,-655,SWEET BUT SALTY
reference_plus,668,AP,-668,reference_plus
Diamond Dogs,211,Kappa Sigma C Team,-211,Diamond Dogs
AAAKJ,132,reference_staff,-132,AAAKJ
pkr face,18105,reference_random,-18105,pkr face
Army Leggy,-44,Jeff Lynne,44,Jeff Lynne
AAAKJ,60,Army Leggy,-60,AAAKJ
reference_staff,-295,PotHotBot,295,PotHotBot
reference_random,-257,maybenot,257,maybenot
pkr face,-196,LadyMooseLizardPhi,196,LadyMooseLizardPhi
kaonashi,251,PokerBrots,-251,kaonashi
pls STOP we BROKE,871,BluffBot,-871,pls STOP we BROKE
21,249,reference_staff,-249,21
Daniel Negreanu,358,PokerBrots,-358,Daniel Negreanu
reference_plus,164,Boners '22,-164,reference_plus
maybenot,108,andrew's bots,-108,maybenot
<^-^>,-1245,preflop all in,1245,preflop all in
AP,-1316,<^-^>,1316,<^-^>
pls STOP we BROKE,-122,Boners '22,122,Boners '22
testing,1824,Blind Plays,-1824,testing
testing,3428,Blind Plays,-3428,testing
Power JEM ,-5270,pkr face,5270,pkr face
Diamond Dogs,-193,maybenot,193,maybenot
andrew's bots,-40,kaonashi,40,kaonashi
PotHotBot,467,Team Name,-467,PotHotBot
21,130,reference_lecture_2,-130,21
player1,-857,kaonashi,857,kaonashi
Kappa Sigma C Team,74189,reference_random,-74189,Kappa Sigma C Team
preflop all in,669,Jeff Lynne,-669,preflop all in
yeet,-268,Diamond Dogs,268,Diamond Dogs
PokerBrots,1359,AP,-1359,PokerBrots
fleabitten,174,Kappa Sigma C Team,-174,fleabitten
andrew's bots,-92,AAAKJ,92,AAAKJ
:),206,CC Star,-206,:)
reference_staff,-359,SWEET BUT SALTY,359,SWEET BUT SALTY
PokerBrots,773,LadyMooseLizardPhi,-773,PokerBrots
Hurrikeynes,-442,reference_random,442,reference_random
Third Mid,24,21,-24,Third Mid
AAAKJ,-599,preflop all in,599,preflop all in
CC Star,-299,21,299,21
CC Star,6192,Power JEM ,-6192,CC Star
reference_checkcall,-993,Daniel Negreanu,993,Daniel Negreanu
testing,-294,reference_plus,294,reference_plus
¡WHAM!,588,preflop all in,-588,¡WHAM!
Blind Plays,-7,SWEET BUT SALTY,7,SWEET BUT SALTY
BluffBot,8946,reference_plus,-8946,BluffBot
reference_staff,19288,reference_random,-19288,reference_staff
Jeff Lynne,235,pkr face,-235,Jeff Lynne
Third Mid,-140,reference_plus,140,reference_plus
reference_lecture_2,-132,AAAKJ,132,AAAKJ
:),453,player1,-453,:)
<^-^>,-623,Jeff Lynne,623,Jeff Lynne
B),-1784,SWEET BUT SALTY,1784,SWEET BUT SALTY
reference_staff,1792,Flush Boys,-1792,reference_staff
yeet,-244,AlphaOne,244,AlphaOne
GoKinCobra,-685,preflop all in,685,preflop all in
reference_lecture_2,-264,Jigglybluff,264,Jigglybluff
AAAKJ,712,reference_random,-712,AAAKJ
IeetChips,-6,21,6,21
Heffalump Rangers,491,TeamRocket,-491,Heffalump Rangers
Blind Plays,-15,¡WHAM!,15,¡WHAM!
Flush Boys,-52,pls STOP we BROKE,52,pls STOP we BROKE
AP,-1218,yeet,1218,yeet
Third Mid,-726,preflop all in,726,preflop all in
Daniel Negreanu,4,reference_lecture_2,-4,Daniel Negreanu
preflop all in,288,andrew's bots,-288,preflop all in
Army Leggy,-410,YEE,410,YEE
fleabitten,2083,B),-2083,fleabitten
B),2421,reference_checkcall,-2421,B)
Power JEM ,-100,Heffalump Rangers,100,Heffalump Rangers
LadyMooseLizardPhi,-416,Icy,416,Icy
Jigglybluff,24,andrew's bots,-24,Jigglybluff
reference_plus,128,GoKinCobra,-128,reference_plus
fleabitten,629,Hurrikeynes,-629,fleabitten
Jeff Lynne,-173,AAAKJ,173,AAAKJ
preflop all in,384,Blind Plays,-384,preflop all in
BluffBot,39231,reference_lecture_1,-39231,BluffBot
AAAKJ,142,reference_staff,-142,AAAKJ
andrew's bots,857,LadyMooseLizardPhi,-857,andrew's bots
Daniel Negreanu,-219,PotHotBot,219,PotHotBot
reference_random,-746,Jigglybluff,746,Jigglybluff
Boners '22,71,andrew's bots,-71,Boners '22
TeamRocket,-52,YEE,52,YEE
preflop all in,693,Hurrikeynes,-693,preflop all in
GoKinCobra,-245,SWEET BUT SALTY,245,SWEET BUT SALTY
AlphaOne,-277,TeamRocket,277,TeamRocket
reference_staff,-45,Jeff Lynne,45,Jeff Lynne
AP,-1260,andrew's bots,1260,andrew's bots
reference_staff,556,Army Leggy,-556,reference_staff
Daniel Negreanu,-2058,reference_staff,2058,reference_staff
Icy,1290,AP,-1290,Icy
Hurrikeynes,-990,Team Name,990,Team Name
IeetChips,-1,BadBeatBot,1,BadBeatBot
Hurrikeynes,-1300,CC Star,1300,CC Star
AP,-584,reference_lecture_1,584,reference_lecture_1
Icy,1337,AP,-1337,Icy
Jigglybluff,895,reference_lecture_1,-895,Jigglybluff
Daniel Negreanu,-189,YEE,189,YEE
preflop all in,600,BadBeatBot,-600,preflop all in
CC Star,1415,AP,-1415,CC Star
Icy,-1614,Army Leggy,1614,Army Leggy
PotHotBot,326,BadBeatBot,-326,PotHotBot
GoKinCobra,-336,maybenot,336,maybenot
testing,-199,YEE,199,YEE
Hurrikeynes,-1094,:),1094,:)
IeetChips,808,Hurrikeynes,-808,IeetChips
preflop all in,-994,andrew's bots,994,andrew's bots
BluffBot,338,Diamond Dogs,-338,BluffBot
PokerBrots,-809,andrew's bots,809,andrew's bots
reference_lecture_1,-941,Bananarchist,941,Bananarchist
Daniel Negreanu,93,Army Leggy,-93,Daniel Negreanu
:),-99,Bananarchist,99,Bananarchist
LadyMooseLizardPhi,5938,No One,-5938,LadyMooseLizardPhi
PotHotBot,371,Blind Plays,-371,PotHotBot
21,106,YEE,-106,21
maybenot,432,Kappa Sigma C Team,-432,maybenot
Boners '22,402,BluffBot,-402,Boners '22
testing,-1311,preflop all in,1311,preflop all in
BluffBot,8973,Power JEM ,-8973,BluffBot
Third Mid,499,PokerBrots,-499,Third Mid
reference_staff,-389,SWEET BUT SALTY,389,SWEET BUT SALTY
Army Leggy,669,IeetChips,-669,Army Leggy
preflop all in,346,PokerBrots,-346,preflop all in
PotHotBot,175,testing,-175,PotHotBot
Flush Boys,-391,PotHotBot,391,PotHotBot
reference_lecture_2,504,testing,-504,reference_lecture_2
<^-^>,-31,PokerBrots,31,PokerBrots
BluffBot,-445,BadBeatBot,445,BadBeatBot
andrew's bots,23,reference_staff,-23,andrew's bots
21,389,Daniel Negreanu,-389,21
Icy,-174,Third Mid,174,Third Mid
reference_staff,-140,andrew's bots,140,andrew's bots
Blind Plays,383,reference_random,-383,Blind Plays
reference_staff,1451,<^-^>,-1451,reference_staff
PotHotBot,89,21,-89,PotHotBot
andrew's bots,111,21,-111,andrew's bots
B),2272,reference_checkcall,-2272,B)
pls STOP we BROKE,1100,Hurrikeynes,-1100,pls STOP we BROKE
Jigglybluff,176,YEE,-176,Jigglybluff
LadyMooseLizardPhi,1006,reference_checkcall,-1006,LadyMooseLizardPhi
Team Name,-458,PotHotBot,458,PotHotBot
:),-228,Jeff Lynne,228,Jeff Lynne
IeetChips,-1416,testing,1416,testing
yeet,-98,pls STOP we BROKE,98,pls STOP we BROKE
Jigglybluff,244,Team Name,-244,Jigglybluff
testing,1348,Hurrikeynes,-1348,testing
BadBeatBot,-1144,andrew's bots,1144,andrew's bots
AP,-750,TeamRocket,750,TeamRocket
reference_lecture_1,-9948,reference_lecture_2,9948,reference_lecture_2
reference_checkcall,-115,Hurrikeynes,115,Hurrikeynes
PokerBrots,-851,testing,851,testing
Icy,-872,preflop all in,872,preflop all in
player1,54,Heffalump Rangers,-54,player1
IeetChips,-1,maybenot,1,maybenot
Boners '22,-1673,andrew's bots,1673,andrew's bots
AlphaOne,280,<^-^>,-280,AlphaOne
AAAKJ,741,player1,-741,AAAKJ
No One,-4554,player1,4554,player1
YEE,149,pls STOP we BROKE,-149,YEE
preflop all in,2134,Heffalump Rangers,-2134,preflop all in
preflop all in,1231,Third Mid,-1231,preflop all in
Army Leggy,1256,Diamond Dogs,-1256,Army Leggy
player1,289,reference_lecture_1,-289,player1
PokerBrots,-191,SWEET BUT SALTY,191,SWEET BUT SALTY
<^-^>,9354,reference_checkcall,-9354,<^-^>
Third Mid,189,reference_lecture_2,-189,Third Mid
Daniel Negreanu,4942,No One,-4942,Daniel Negreanu
Icy,1188,AAAKJ,-1188,Icy
PokerBrots,-268,Bananarchist,268,Bananarchist
pls STOP we BROKE,48,reference_lecture_2,-48,pls STOP we BROKE
yeet,35,Flush Boys,-35,yeet
fleabitten,1066,B),-1066,fleabitten
reference_staff,3051,Diamond Dogs,-3051,reference_staff
PotHotBot,310,reference_plus,-310,PotHotBot
pls STOP we BROKE,369,:),-369,pls STOP we BROKE
reference_checkcall,-1265,GoKinCobra,1265,GoKinCobra
pkr face,-125,Bananarchist,125,Bananarchist
Blind Plays,593,reference_checkcall,-593,Blind Plays
YEE,89,AAAKJ,-89,YEE
reference_lecture_1,-494,Blind Plays,494,Blind Plays
pkr face,10702,reference_checkcall,-10702,pkr face
reference_lecture_2,-2105,andrew's bots,2105,andrew's bots
Kappa Sigma C Team,2015,LadyMooseLizardPhi,-2015,Kappa Sigma C Team
yeet,-223,:),223,:)
yeet,721,reference_checkcall,-721,yeet
Icy,-883,preflop all in,883,preflop all in
CC Star,1299,AP,-1299,CC Star
andrew's bots,6908,reference_lecture_1,-6908,andrew's bots
Bananarchist,154,PokerBrots,-154,Bananarchist
Icy,5365,Daniel Negreanu,-5365,Icy
Third Mid,326,PokerBrots,-326,Third Mid
yeet,18720,reference_random,-18720,yeet
Team Name,12136,reference_random,-12136,Team Name
IeetChips,-3,¡WHAM!,3,¡WHAM!
IeetChips,-1205,<^-^>,1205,<^-^>
IeetChips,-2058,BluffBot,2058,BluffBot
¡WHAM!,362,reference_staff,-362,¡WHAM!
Diamond Dogs,-1877,andrew's bots,1877,andrew's bots
Hurrikeynes,-473,maybenot,473,maybenot
kaonashi,441,yeet,-441,kaonashi
player1,127,BluffBot,-127,player1
pkr face,806,IeetChips,-806,pkr face
Hurrikeynes,-1461,PokerBrots,1461,PokerBrots
Army Leggy,464,Jigglybluff,-464,Army Leggy
Army Leggy,1283,Hurrikeynes,-1283,Army Leggy
reference_checkcall,-9639,Army Leggy,9639,Army Leggy
21,668,ChocolateWarriors,-668,21
21,-573,GoKinCobra,573,GoKinCobra
PotHotBot,374,Blind Plays,-374,PotHotBot
preflop all in,1198,Bananarchist,-1198,preflop all in
andrew's bots,1169,yeet,-1169,andrew's bots
Team Name,1343,reference_lecture_1,-1343,Team Name
Blind Plays,-7255,my bad,7255,my bad
Blind Plays,736,reference_checkcall,-736,Blind Plays
Blind Plays,-4,Bananarchist,4,Bananarchist
ChocolateWarriors,-776,¡WHAM!,776,¡WHAM!
Hurrikeynes,-1617,reference_staff,1617,reference_staff
reference_lecture_1,-8606,Icy,8606,Icy
kaonashi,265,Boners '22,-265,kaonashi
Icy,873,IeetChips,-873,Icy
reference_lecture_1,-9958,reference_staff,9958,reference_staff
AP,-172,ChocolateWarriors,172,ChocolateWarriors
Third Mid,-117,PotHotBot,117,PotHotBot
Diamond Dogs,-498,AlphaOne,498,AlphaOne
Daniel Negreanu,-1326,my bad,1326,my bad
player1,13,Heffalump Rangers,-13,player1
AAAKJ,192,pls STOP we BROKE,-192,AAAKJ
reference_checkcall,-9764,reference_staff,9764,reference_staff
Team Name,-290,PotHotBot,290,PotHotBot
reference_lecture_1,-71,ChocolateWarriors,71,ChocolateWarriors
Bananarchist,3,Blind Plays,-3,Bananarchist
AP,-200,ChocolateWarriors,200,ChocolateWarriors
preflop all in,113,reference_plus,-113,preflop all in
testing,1731,IeetChips,-1731,testing
player1,-675,Jigglybluff,675,Jigglybluff
Daniel Negreanu,284,Diamond Dogs,-284,Daniel Negreanu
Flush Boys,635,player1,-635,Flush Boys
IeetChips,-650,pkr face,650,pkr face
Diamond Dogs,-2012,B),2012,B)
CC Star,-676,preflop all in,676,preflop all in
<^-^>,1991,Daniel Negreanu,-1991,<^-^>
Heffalump Rangers,-512,:),512,:)
Power JEM ,1666,ChocolateWarriors,-1666,Power JEM 
fleabitten,202,TeamRocket,-202,fleabitten
pkr face,-167,reference_plus,167,reference_plus
¡WHAM!,110,BadBeatBot,-110,¡WHAM!
kaonashi,-275,¡WHAM!,275,¡WHAM!
testing,-31,Third Mid,31,Third Mid
Hurrikeynes,-1408,pkr face,1408,pkr face
Third Mid,488,Kappa Sigma C Team,-488,Third Mid
Hurrikeynes,-1266,andrew's bots,1266,andrew's bots
Diamond Dogs,400,kaonashi,-400,Diamond Dogs
Third Mid,108,Blind Plays,-108,Third Mid
YEE,191,Flush Boys,-191,YEE
PokerBrots,553,pkr face,-553,PokerBrots
ChocolateWarriors,-1214,Team Name,1214,Team Name
Team Name,1042,ChocolateWarriors,-1042,Team Name
Jigglybluff,537,ChocolateWarriors,-537,Jigglybluff
Jeff Lynne,243,Team Name,-243,Jeff Lynne
reference_lecture_2,2073,pls STOP we BROKE,-2073,reference_lecture_2
Army Leggy,532,Flush Boys,-532,Army Leggy
Jigglybluff,589,preflop all in,-589,Jigglybluff
Third Mid,855,ChocolateWarriors,-855,Third Mid
Hurrikeynes,-1216,Icy,1216,Icy
TeamRocket,-94,AAAKJ,94,AAAKJ
AlphaOne,129,Army Leggy,-129,AlphaOne
Daniel Negreanu,459,ChocolateWarriors,-459,Daniel Negreanu
Team Name,-178,Jeff Lynne,178,Jeff Lynne
player1,-1280,pkr face,1280,pkr face
Hurrikeynes,575,B),-575,Hurrikeynes
Heffalump Rangers,224,reference_staff,-224,Heffalump Rangers
LadyMooseLizardPhi,780,BluffBot,-780,LadyMooseLizardPhi
PotHotBot,257,AAAKJ,-257,PotHotBot
21,-114,fleabitten,114,fleabitten
LadyMooseLizardPhi,670,BluffBot,-670,LadyMooseLizardPhi
SWEET BUT SALTY,-262,PotHotBot,262,PotHotBot
<^-^>,-131,Jeff Lynne,131,Jeff Lynne
TeamRocket,413,ChocolateWarriors,-413,TeamRocket
Queens Club,-823,kaonashi,823,kaonashi
testing,-96,Third Mid,96,Third Mid
Heffalump Rangers,683,AP,-683,Heffalump Rangers
Third Mid,392,ChocolateWarriors,-392,Third Mid
pls STOP we BROKE,82,YEE,-82,pls STOP we BROKE
reference_lecture_1,-19249,Power JEM ,19249,Power JEM 
Daniel Negreanu,-196,YEE,196,YEE
Jigglybluff,83,Power JEM ,-83,Jigglybluff
Kappa Sigma C Team,1290,LadyMooseLizardPhi,-1290,Kappa Sigma C Team
fleabitten,254,Bananarchist,-254,fleabitten
Blind Plays,-20293,yeet,20293,yeet
TeamRocket,-66,Diamond Dogs,66,Diamond Dogs
Bananarchist,-117,BluffBot,117,BluffBot
ChocolateWarriors,-604,Bananarchist,604,Bananarchist
maybenot,356,Boners '22,-356,maybenot
GoKinCobra,-311,Jigglybluff,311,Jigglybluff
B),1702,yeet,-1702,B)
IeetChips,-1040,pkr face,1040,pkr face
PokerBrots,-285,Diamond Dogs,285,Diamond Dogs
LadyMooseLizardPhi,-281,AlphaOne,281,AlphaOne
kaonashi,188,21,-188,kaonashi
player1,-441,:),441,:)
PokerBrots,3884,yeet,-3884,PokerBrots
ChocolateWarriors,-1323,Army Leggy,1323,Army Leggy
LadyMooseLizardPhi,382,PokerBrots,-382,LadyMooseLizardPhi
TeamRocket,1,BadBeatBot,-1,TeamRocket
Jigglybluff,374,GoKinCobra,-374,Jigglybluff
Queens Club,-699,Third Mid,699,Third Mid
BluffBot,-860,GoKinCobra,860,GoKinCobra
Third Mid,362,Heffalump Rangers,-362,Third Mid
B),2202,Queens Club,-2202,B)
Daniel Negreanu,-929,pkr face,929,pkr face
pls STOP we BROKE,484,Queens Club,-484,pls STOP we BROKE
my bad,13081,reference_random,-13081,my bad
PokerBrots,802,Team Name,-802,PokerBrots
PotHotBot,262,Team Name,-262,PotHotBot
AAAKJ,19,Blind Plays,-19,AAAKJ
AAAKJ,472,Team Name,-472,AAAKJ
AlphaOne,165,Diamond Dogs,-165,AlphaOne
SWEET BUT SALTY,327,Heffalump Rangers,-327,SWEET BUT SALTY
andrew's bots,3695,CC Star,-3695,andrew's bots
BadBeatBot,-596,andrew's bots,596,andrew's bots
fleabitten,38,testing,-38,fleabitten
reference_staff,-319,PotHotBot,319,PotHotBot
Jigglybluff,203,AlphaOne,-203,Jigglybluff
kaonashi,-240,LadyMooseLizardPhi,240,LadyMooseLizardPhi
TeamRocket,-108,kaonashi,108,kaonashi
CC Star,-78,pls STOP we BROKE,78,pls STOP we BROKE
GoKinCobra,982,AP,-982,GoKinCobra
PokerBrots,8382,reference_checkcall,-8382,PokerBrots
:),745,AP,-745,:)
reference_checkcall,-18412,Power JEM ,18412,Power JEM 
Power JEM ,0,<^-^>,0,Power JEM 
ChocolateWarriors,-1969,Icy,1969,Icy
PotHotBot,170,Power JEM ,-170,PotHotBot
Team Name,-422,Boners '22,422,Boners '22
Boners '22,676,AP,-676,Boners '22
pls STOP we BROKE,-745,GoKinCobra,745,GoKinCobra
preflop all in,13134,No One,-13134,preflop all in
PokerBrots,16126,reference_random,-16126,PokerBrots
reference_lecture_2,-257,fleabitten,257,fleabitten
Blind Plays,-6,Third Mid,6,Third Mid
player1,-851,Jeff Lynne,851,Jeff Lynne
kaonashi,362,21,-362,kaonashi
CC Star,2948,Team Name,-2948,CC Star
GoKinCobra,300,Third Mid,-300,GoKinCobra
pkr face,5138,Queens Club,-5138,pkr face
Bananarchist,466,Kappa Sigma C Team,-466,Bananarchist
Jeff Lynne,292,SWEET BUT SALTY,-292,Jeff Lynne
yeet,-5594,reference_lecture_2,5594,reference_lecture_2
BluffBot,-1091,preflop all in,1091,preflop all in
PokerBrots,10745,reference_lecture_1,-10745,PokerBrots
reference_plus,206,Daniel Negreanu,-206,reference_plus
Queens Club,269,kaonashi,-269,Queens Club
<^-^>,4061,CC Star,-4061,<^-^>
Queens Club,349,Diamond Dogs,-349,Queens Club
testing,1598,LadyMooseLizardPhi,-1598,testing
Jigglybluff,305,Diamond Dogs,-305,Jigglybluff
Queens Club,1246,Icy,-1246,Queens Club
kaonashi,11,BadBeatBot,-11,kaonashi
BluffBot,31962,Blind Plays,-31962,BluffBot
BadBeatBot,39,:),-39,BadBeatBot
Team Name,1118,IeetChips,-1118,Team Name
Team Name,-381,pls STOP we BROKE,381,pls STOP we BROKE
testing,1392,Team Name,-1392,testing
TeamRocket,129,testing,-129,TeamRocket
reference_checkcall,2487,reference_random,-2487,reference_checkcall
CC Star,-426,GoKinCobra,426,GoKinCobra
B),995,Queens Club,-995,B)
BadBeatBot,-3,LadyMooseLizardPhi,3,LadyMooseLizardPhi
testing,-514,Diamond Dogs,514,Diamond Dogs
reference_staff,-355,21,355,21
PokerBrots,-118,AlphaOne,118,AlphaOne
YEE,473,Flush Boys,-473,YEE
Jeff Lynne,742,Hurrikeynes,-742,Jeff Lynne
Daniel Negreanu,734,AP,-734,Daniel Negreanu
SWEET BUT SALTY,739,reference_lecture_1,-739,SWEET BUT SALTY
preflop all in,435,AlphaOne,-435,preflop all in
BadBeatBot,-4,LadyMooseLizardPhi,4,LadyMooseLizardPhi
Jeff Lynne,340,AlphaOne,-340,Jeff Lynne
:),-143,fleabitten,143,fleabitten
PokerBrots,183,andrew's bots,-183,PokerBrots
testing,2463,TeamRocket,-2463,testing
<^-^>,1893,Blind Plays,-1893,<^-^>
21,-104,LadyMooseLizardPhi,104,LadyMooseLizardPhi
pls STOP we BROKE,942,reference_lecture_1,-942,pls STOP we BROKE
PotHotBot,6210,No One,-6210,PotHotBot
BadBeatBot,-343,Third Mid,343,Third Mid
Kappa Sigma C Team,-9271,testing,9271,testing
Diamond Dogs,-1261,preflop all in,1261,preflop all in
SWEET BUT SALTY,702,AP,-702,SWEET BUT SALTY
kaonashi,119,Flush Boys,-119,kaonashi
reference_lecture_2,456,IeetChips,-456,reference_lecture_2
B),-2384,preflop all in,2384,preflop all in
:),-155,AAAKJ,155,AAAKJ
B),-1915,SWEET BUT SALTY,1915,SWEET BUT SALTY
Boners '22,684,AP,-684,Boners '22
Blind Plays,-1640,Power JEM ,1640,Power JEM 
AP,-1300,testing,1300,testing
Jeff Lynne,-70,Team Name,70,Team Name
andrew's bots,3045,player1,-3045,andrew's bots
AAAKJ,459,Diamond Dogs,-459,AAAKJ
¡WHAM!,-290,TeamRocket,290,TeamRocket
reference_random,-995,Diamond Dogs,995,Diamond Dogs
Icy,-268,Jigglybluff,268,Jigglybluff
PokerBrots,-352,Jigglybluff,352,Jigglybluff
Bananarchist,718,¡WHAM!,-718,Bananarchist
Kappa Sigma C Team,-243,Diamond Dogs,243,Diamond Dogs
Diamond Dogs,-233,21,233,21
Kappa Sigma C Team,-1586,Team Name,1586,Team Name
AP,-765,BluffBot,765,BluffBot
fleabitten,591,AP,-591,fleabitten
reference_lecture_2,811,TeamRocket,-811,reference_lecture_2
BadBeatBot,-22,pls STOP we BROKE,22,pls STOP we BROKE
Boners '22,-4818,my bad,4818,my bad
AAAKJ,5601,No One,-5601,AAAKJ
Kappa Sigma C Team,-11780,<^-^>,11780,<^-^>
ChocolateWarriors,-352,reference_checkcall,352,reference_checkcall
reference_lecture_1,-770,YEE,770,YEE
maybenot,100,pkr face,-100,maybenot
AlphaOne,-2237,Power JEM ,2237,Power JEM 
BadBeatBot,-220,testing,220,testing
YEE,-1779,B),1779,B)
Jigglybluff,163,pkr face,-163,Jigglybluff
my bad,2873,Queens Club,-2873,my bad
reference_lecture_2,-2168,pkr face,2168,pkr face
AP,4954,No One,-4954,AP
AAAKJ,330,:),-330,AAAKJ
LadyMooseLizardPhi,599,preflop all in,-599,LadyMooseLizardPhi
reference_checkcall,4264,Flush Boys,-4264,reference_checkcall
reference_random,-16138,Icy,16138,Icy
testing,1858,AlphaOne,-1858,testing
¡WHAM!,106,Daniel Negreanu,-106,¡WHAM!
reference_staff,-958,my bad,958,my bad
Diamond Dogs,648,¡WHAM!,-648,Diamond Dogs
Hurrikeynes,-663,Heffalump Rangers,663,Heffalump Rangers
